rpm,advance_degrees,data_source
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.76,plot_data
2190,12.71,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.25,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.25,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.26,plot_data
2381,13.43,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.32,plot_data
2381,13.31,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.02,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.07,plot_data
2586,14.08,plot_data
2586,14.08,plot_data
