time_sec,rpm,reason
57.244,4286,Missing spark - no dwell before next trigger
57.286,4286,Missing spark - no dwell before next trigger
57.307,4286,Missing spark - no dwell before next trigger
57.321,4286,Missing spark - no dwell before next trigger
57.510,4286,Missing spark - no dwell before next trigger
57.629,4286,Missing spark - no dwell before next trigger
57.818,4286,Missing spark - no dwell before next trigger
57.881,4286,Missing spark - no dwell before next trigger
57.895,4286,Missing spark - no dwell before next trigger
57.944,4286,Missing spark - no dwell before next trigger
58.203,4286,Missing spark - no dwell before next trigger
58.252,4286,Missing spark - no dwell before next trigger
58.266,4286,Missing spark - no dwell before next trigger
58.287,4286,Missing spark - no dwell before next trigger
58.672,4286,Missing spark - no dwell before next trigger
58.693,4286,Missing spark - no dwell before next trigger
58.833,4286,Missing spark - no dwell before next trigger
58.840,4286,Missing spark - no dwell before next trigger
58.889,4286,Missing spark - no dwell before next trigger
58.917,4286,Missing spark - no dwell before next trigger
58.938,4286,Missing spark - no dwell before next trigger
58.980,4286,Missing spark - no dwell before next trigger
59.070,4348,Missing spark - no dwell before next trigger
59.167,4348,Missing spark - no dwell before next trigger
59.208,4348,Missing spark - no dwell before next trigger
59.415,4348,Missing spark - no dwell before next trigger
59.491,4348,Missing spark - no dwell before next trigger
59.526,4348,Missing spark - no dwell before next trigger
59.533,4348,Missing spark - no dwell before next trigger
59.588,4348,Missing spark - no dwell before next trigger
59.760,4348,Missing spark - no dwell before next trigger
59.795,4348,Missing spark - no dwell before next trigger
59.836,4348,Missing spark - no dwell before next trigger
59.878,4348,Missing spark - no dwell before next trigger
59.926,4348,Missing spark - no dwell before next trigger
59.988,4348,Missing spark - no dwell before next trigger
60.057,4348,Missing spark - no dwell before next trigger
60.216,4348,Missing spark - no dwell before next trigger
60.243,4348,Missing spark - no dwell before next trigger
60.271,4348,Missing spark - no dwell before next trigger
60.381,4348,Missing spark - no dwell before next trigger
60.416,4348,Missing spark - no dwell before next trigger
60.471,4348,Missing spark - no dwell before next trigger
60.485,4348,Missing spark - no dwell before next trigger
60.512,4348,Missing spark - no dwell before next trigger
60.533,4348,Missing spark - no dwell before next trigger
60.547,4348,Missing spark - no dwell before next trigger
60.568,4348,Missing spark - no dwell before next trigger
60.644,4348,Missing spark - no dwell before next trigger
60.747,4348,Missing spark - no dwell before next trigger
60.837,4348,Missing spark - no dwell before next trigger
60.933,4348,Missing spark - no dwell before next trigger
60.968,4348,Missing spark - no dwell before next trigger
61.062,4478,Missing spark - no dwell before next trigger
61.116,4478,Missing spark - no dwell before next trigger
61.384,4478,Missing spark - no dwell before next trigger
61.404,4478,Missing spark - no dwell before next trigger
61.498,4478,Missing spark - no dwell before next trigger
61.511,4478,Missing spark - no dwell before next trigger
61.712,4478,Missing spark - no dwell before next trigger
61.793,4478,Missing spark - no dwell before next trigger
61.846,4478,Missing spark - no dwell before next trigger
61.933,4478,Missing spark - no dwell before next trigger
62.014,4478,Missing spark - no dwell before next trigger
62.061,4478,Missing spark - no dwell before next trigger
62.067,4478,Missing spark - no dwell before next trigger
62.128,4478,Missing spark - no dwell before next trigger
62.141,4478,Missing spark - no dwell before next trigger
62.181,4478,Missing spark - no dwell before next trigger
62.201,4478,Missing spark - no dwell before next trigger
62.215,4478,Missing spark - no dwell before next trigger
62.262,4478,Missing spark - no dwell before next trigger
62.382,4478,Missing spark - no dwell before next trigger
62.409,4478,Missing spark - no dwell before next trigger
62.563,4478,Missing spark - no dwell before next trigger
62.590,4478,Missing spark - no dwell before next trigger
62.724,4478,Missing spark - no dwell before next trigger
62.811,4478,Missing spark - no dwell before next trigger
62.932,4478,Missing spark - no dwell before next trigger
62.972,4478,Missing spark - no dwell before next trigger
63.018,4545,Missing spark - no dwell before next trigger
63.071,4545,Missing spark - no dwell before next trigger
63.098,4545,Missing spark - no dwell before next trigger
63.124,4545,Missing spark - no dwell before next trigger
63.177,4545,Missing spark - no dwell before next trigger
63.249,4545,Missing spark - no dwell before next trigger
63.269,4545,Missing spark - no dwell before next trigger
63.282,4545,Missing spark - no dwell before next trigger
63.302,4545,Missing spark - no dwell before next trigger
63.474,4545,Missing spark - no dwell before next trigger
63.507,4545,Missing spark - no dwell before next trigger
63.513,4545,Missing spark - no dwell before next trigger
63.540,4545,Missing spark - no dwell before next trigger
63.553,4545,Missing spark - no dwell before next trigger
63.586,4545,Missing spark - no dwell before next trigger
63.645,4545,Missing spark - no dwell before next trigger
63.665,4545,Missing spark - no dwell before next trigger
63.850,4545,Missing spark - no dwell before next trigger
63.876,4545,Missing spark - no dwell before next trigger
63.896,4545,Missing spark - no dwell before next trigger
63.916,4545,Missing spark - no dwell before next trigger
64.055,4545,Missing spark - no dwell before next trigger
64.121,4545,Missing spark - no dwell before next trigger
64.167,4545,Missing spark - no dwell before next trigger
64.206,4545,Missing spark - no dwell before next trigger
64.411,4545,Missing spark - no dwell before next trigger
64.437,4545,Missing spark - no dwell before next trigger
64.484,4545,Missing spark - no dwell before next trigger
64.510,4545,Missing spark - no dwell before next trigger
64.576,4545,Missing spark - no dwell before next trigger
64.721,4545,Missing spark - no dwell before next trigger
64.728,4545,Missing spark - no dwell before next trigger
64.939,4545,Missing spark - no dwell before next trigger
64.992,4545,Missing spark - no dwell before next trigger
65.049,4688,Missing spark - no dwell before next trigger
65.126,4688,Missing spark - no dwell before next trigger
65.177,4688,Missing spark - no dwell before next trigger
65.184,4688,Missing spark - no dwell before next trigger
65.235,4688,Missing spark - no dwell before next trigger
65.248,4688,Missing spark - no dwell before next trigger
65.312,4688,Missing spark - no dwell before next trigger
65.318,4688,Missing spark - no dwell before next trigger
65.357,4688,Missing spark - no dwell before next trigger
65.363,4688,Missing spark - no dwell before next trigger
65.440,4688,Missing spark - no dwell before next trigger
65.555,4688,Missing spark - no dwell before next trigger
65.561,4688,Missing spark - no dwell before next trigger
65.574,4688,Missing spark - no dwell before next trigger
65.581,4688,Missing spark - no dwell before next trigger
65.619,4688,Missing spark - no dwell before next trigger
65.702,4688,Missing spark - no dwell before next trigger
65.754,4688,Missing spark - no dwell before next trigger
65.926,4688,Missing spark - no dwell before next trigger
66.029,4688,Missing spark - no dwell before next trigger
66.061,4688,Missing spark - no dwell before next trigger
66.073,4688,Missing spark - no dwell before next trigger
66.118,4688,Missing spark - no dwell before next trigger
66.131,4688,Missing spark - no dwell before next trigger
66.157,4688,Missing spark - no dwell before next trigger
66.163,4688,Missing spark - no dwell before next trigger
66.182,4688,Missing spark - no dwell before next trigger
66.368,4688,Missing spark - no dwell before next trigger
66.522,4688,Missing spark - no dwell before next trigger
66.681,4688,Missing spark - no dwell before next trigger
66.733,4688,Missing spark - no dwell before next trigger
66.778,4688,Missing spark - no dwell before next trigger
66.886,4688,Missing spark - no dwell before next trigger
66.963,4688,Missing spark - no dwell before next trigger
66.982,4688,Missing spark - no dwell before next trigger
67.027,4762,Missing spark - no dwell before next trigger
67.039,4762,Missing spark - no dwell before next trigger
67.140,4762,Missing spark - no dwell before next trigger
67.165,4762,Missing spark - no dwell before next trigger
67.171,4762,Missing spark - no dwell before next trigger
67.272,4762,Missing spark - no dwell before next trigger
67.304,4762,Missing spark - no dwell before next trigger
67.373,4762,Missing spark - no dwell before next trigger
67.392,4762,Missing spark - no dwell before next trigger
67.411,4762,Missing spark - no dwell before next trigger
67.417,4762,Missing spark - no dwell before next trigger
67.430,4762,Missing spark - no dwell before next trigger
67.474,4762,Missing spark - no dwell before next trigger
67.493,4762,Missing spark - no dwell before next trigger
67.524,4762,Missing spark - no dwell before next trigger
67.575,4762,Missing spark - no dwell before next trigger
67.619,4762,Missing spark - no dwell before next trigger
67.657,4762,Missing spark - no dwell before next trigger
67.663,4762,Missing spark - no dwell before next trigger
67.688,4762,Missing spark - no dwell before next trigger
67.764,4762,Missing spark - no dwell before next trigger
67.783,4762,Missing spark - no dwell before next trigger
67.802,4762,Missing spark - no dwell before next trigger
67.839,4762,Missing spark - no dwell before next trigger
67.852,4762,Missing spark - no dwell before next trigger
67.959,4762,Missing spark - no dwell before next trigger
68.085,4762,Missing spark - no dwell before next trigger
68.198,4762,Missing spark - no dwell before next trigger
68.268,4762,Missing spark - no dwell before next trigger
68.621,4762,Missing spark - no dwell before next trigger
68.702,4762,Missing spark - no dwell before next trigger
68.721,4762,Missing spark - no dwell before next trigger
68.746,4762,Missing spark - no dwell before next trigger
68.860,4762,Missing spark - no dwell before next trigger
68.879,4762,Missing spark - no dwell before next trigger
68.885,4762,Missing spark - no dwell before next trigger
68.967,4762,Missing spark - no dwell before next trigger
68.992,4762,Missing spark - no dwell before next trigger
69.042,4839,Missing spark - no dwell before next trigger
69.228,4839,Missing spark - no dwell before next trigger
69.321,4839,Missing spark - no dwell before next trigger
69.327,4839,Missing spark - no dwell before next trigger
69.352,4839,Missing spark - no dwell before next trigger
69.358,4839,Missing spark - no dwell before next trigger
69.389,4839,Missing spark - no dwell before next trigger
69.451,4839,Missing spark - no dwell before next trigger
69.463,4839,Missing spark - no dwell before next trigger
69.494,4839,Missing spark - no dwell before next trigger
69.507,4839,Missing spark - no dwell before next trigger
69.550,4839,Missing spark - no dwell before next trigger
69.563,4839,Missing spark - no dwell before next trigger
69.618,4839,Missing spark - no dwell before next trigger
69.649,4839,Missing spark - no dwell before next trigger
69.668,4839,Missing spark - no dwell before next trigger
69.922,4839,Missing spark - no dwell before next trigger
69.928,4839,Missing spark - no dwell before next trigger
69.935,4839,Missing spark - no dwell before next trigger
70.028,4839,Missing spark - no dwell before next trigger
70.164,4839,Missing spark - no dwell before next trigger
70.238,4839,Missing spark - no dwell before next trigger
70.251,4839,Missing spark - no dwell before next trigger
70.406,4839,Missing spark - no dwell before next trigger
70.424,4839,Missing spark - no dwell before next trigger
70.598,4839,Missing spark - no dwell before next trigger
70.623,4839,Missing spark - no dwell before next trigger
70.641,4839,Missing spark - no dwell before next trigger
70.654,4839,Missing spark - no dwell before next trigger
70.765,4839,Missing spark - no dwell before next trigger
70.772,4839,Missing spark - no dwell before next trigger
70.846,4839,Missing spark - no dwell before next trigger
70.858,4839,Missing spark - no dwell before next trigger
71.202,4918,Missing spark - no dwell before next trigger
71.361,4918,Missing spark - no dwell before next trigger
71.367,4918,Missing spark - no dwell before next trigger
71.416,4918,Missing spark - no dwell before next trigger
71.446,4918,Missing spark - no dwell before next trigger
71.568,4918,Missing spark - no dwell before next trigger
71.641,4918,Missing spark - no dwell before next trigger
71.684,4918,Missing spark - no dwell before next trigger
71.849,4918,Missing spark - no dwell before next trigger
71.922,4918,Missing spark - no dwell before next trigger
71.983,4918,Missing spark - no dwell before next trigger
72.013,4918,Missing spark - no dwell before next trigger
72.020,4918,Missing spark - no dwell before next trigger
72.075,4918,Missing spark - no dwell before next trigger
72.081,4918,Missing spark - no dwell before next trigger
72.148,4918,Missing spark - no dwell before next trigger
72.160,4918,Missing spark - no dwell before next trigger
72.172,4918,Missing spark - no dwell before next trigger
72.264,4918,Missing spark - no dwell before next trigger
72.294,4918,Missing spark - no dwell before next trigger
72.306,4918,Missing spark - no dwell before next trigger
72.416,4918,Missing spark - no dwell before next trigger
72.471,4918,Missing spark - no dwell before next trigger
72.477,4918,Missing spark - no dwell before next trigger
72.514,4918,Missing spark - no dwell before next trigger
72.697,4918,Missing spark - no dwell before next trigger
72.739,4918,Missing spark - no dwell before next trigger
72.837,4918,Missing spark - no dwell before next trigger
72.849,4918,Missing spark - no dwell before next trigger
72.880,4918,Missing spark - no dwell before next trigger
72.996,4918,Missing spark - no dwell before next trigger
81.002,5455,Missing spark - no dwell before next trigger
114.997,7143,Missing spark - no dwell before next trigger
115.001,7143,Missing spark - no dwell before next trigger
115.005,7143,Missing spark - no dwell before next trigger
115.010,7143,Missing spark - no dwell before next trigger
115.014,7143,Missing spark - no dwell before next trigger
115.018,7143,Missing spark - no dwell before next trigger
115.022,7143,Missing spark - no dwell before next trigger
115.026,7143,Missing spark - no dwell before next trigger
115.031,7143,Missing spark - no dwell before next trigger
115.035,7143,Missing spark - no dwell before next trigger
115.039,7143,Missing spark - no dwell before next trigger
115.043,7143,Missing spark - no dwell before next trigger
115.047,7143,Missing spark - no dwell before next trigger
115.052,7143,Missing spark - no dwell before next trigger
115.056,7143,Missing spark - no dwell before next trigger
115.060,7143,Missing spark - no dwell before next trigger
115.064,7143,Missing spark - no dwell before next trigger
115.068,7143,Missing spark - no dwell before next trigger
115.073,7143,Missing spark - no dwell before next trigger
115.077,7143,Missing spark - no dwell before next trigger
115.081,7143,Missing spark - no dwell before next trigger
115.085,7143,Missing spark - no dwell before next trigger
115.089,7143,Missing spark - no dwell before next trigger
115.094,7143,Missing spark - no dwell before next trigger
115.098,7143,Missing spark - no dwell before next trigger
115.102,7143,Missing spark - no dwell before next trigger
115.106,7143,Missing spark - no dwell before next trigger
115.110,7143,Missing spark - no dwell before next trigger
115.115,7143,Missing spark - no dwell before next trigger
115.119,7143,Missing spark - no dwell before next trigger
115.123,7143,Missing spark - no dwell before next trigger
115.127,7143,Missing spark - no dwell before next trigger
115.131,7143,Missing spark - no dwell before next trigger
115.136,7143,Missing spark - no dwell before next trigger
115.140,7143,Missing spark - no dwell before next trigger
115.144,7143,Missing spark - no dwell before next trigger
115.148,7143,Missing spark - no dwell before next trigger
115.152,7143,Missing spark - no dwell before next trigger
115.157,7143,Missing spark - no dwell before next trigger
115.161,7143,Missing spark - no dwell before next trigger
115.165,7143,Missing spark - no dwell before next trigger
115.169,7143,Missing spark - no dwell before next trigger
115.173,7143,Missing spark - no dwell before next trigger
115.178,7143,Missing spark - no dwell before next trigger
115.182,7143,Missing spark - no dwell before next trigger
115.186,7143,Missing spark - no dwell before next trigger
115.190,7143,Missing spark - no dwell before next trigger
115.194,7143,Missing spark - no dwell before next trigger
115.199,7143,Missing spark - no dwell before next trigger
115.203,7143,Missing spark - no dwell before next trigger
115.207,7143,Missing spark - no dwell before next trigger
115.211,7143,Missing spark - no dwell before next trigger
115.215,7143,Missing spark - no dwell before next trigger
115.220,7143,Missing spark - no dwell before next trigger
115.224,7143,Missing spark - no dwell before next trigger
115.228,7143,Missing spark - no dwell before next trigger
115.232,7143,Missing spark - no dwell before next trigger
115.236,7143,Missing spark - no dwell before next trigger
115.241,7143,Missing spark - no dwell before next trigger
115.245,7143,Missing spark - no dwell before next trigger
115.249,7143,Missing spark - no dwell before next trigger
115.253,7143,Missing spark - no dwell before next trigger
115.257,7143,Missing spark - no dwell before next trigger
115.262,7143,Missing spark - no dwell before next trigger
115.266,7143,Missing spark - no dwell before next trigger
115.270,7143,Missing spark - no dwell before next trigger
115.274,7143,Missing spark - no dwell before next trigger
115.278,7143,Missing spark - no dwell before next trigger
115.283,7143,Missing spark - no dwell before next trigger
115.287,7143,Missing spark - no dwell before next trigger
115.291,7143,Missing spark - no dwell before next trigger
115.295,7143,Missing spark - no dwell before next trigger
115.299,7143,Missing spark - no dwell before next trigger
115.304,7143,Missing spark - no dwell before next trigger
115.308,7143,Missing spark - no dwell before next trigger
115.312,7143,Missing spark - no dwell before next trigger
115.316,7143,Missing spark - no dwell before next trigger
115.320,7143,Missing spark - no dwell before next trigger
115.325,7143,Missing spark - no dwell before next trigger
115.329,7143,Missing spark - no dwell before next trigger
115.333,7143,Missing spark - no dwell before next trigger
115.337,7143,Missing spark - no dwell before next trigger
115.341,7143,Missing spark - no dwell before next trigger
115.346,7143,Missing spark - no dwell before next trigger
115.350,7143,Missing spark - no dwell before next trigger
115.354,7143,Missing spark - no dwell before next trigger
115.358,7143,Missing spark - no dwell before next trigger
115.362,7143,Missing spark - no dwell before next trigger
115.367,7143,Missing spark - no dwell before next trigger
115.371,7143,Missing spark - no dwell before next trigger
115.375,7143,Missing spark - no dwell before next trigger
115.379,7143,Missing spark - no dwell before next trigger
115.383,7143,Missing spark - no dwell before next trigger
115.388,7143,Missing spark - no dwell before next trigger
115.392,7143,Missing spark - no dwell before next trigger
115.396,7143,Missing spark - no dwell before next trigger
115.400,7143,Missing spark - no dwell before next trigger
115.404,7143,Missing spark - no dwell before next trigger
115.409,7143,Missing spark - no dwell before next trigger
115.413,7143,Missing spark - no dwell before next trigger
115.417,7143,Missing spark - no dwell before next trigger
115.421,7143,Missing spark - no dwell before next trigger
115.425,7143,Missing spark - no dwell before next trigger
115.430,7143,Missing spark - no dwell before next trigger
115.434,7143,Missing spark - no dwell before next trigger
115.438,7143,Missing spark - no dwell before next trigger
115.442,7143,Missing spark - no dwell before next trigger
115.446,7143,Missing spark - no dwell before next trigger
115.451,7143,Missing spark - no dwell before next trigger
115.455,7143,Missing spark - no dwell before next trigger
115.459,7143,Missing spark - no dwell before next trigger
115.463,7143,Missing spark - no dwell before next trigger
115.467,7143,Missing spark - no dwell before next trigger
115.472,7143,Missing spark - no dwell before next trigger
115.476,7143,Missing spark - no dwell before next trigger
115.480,7143,Missing spark - no dwell before next trigger
115.484,7143,Missing spark - no dwell before next trigger
115.488,7143,Missing spark - no dwell before next trigger
115.493,7143,Missing spark - no dwell before next trigger
115.497,7143,Missing spark - no dwell before next trigger
115.501,7143,Missing spark - no dwell before next trigger
115.505,7143,Missing spark - no dwell before next trigger
115.509,7143,Missing spark - no dwell before next trigger
115.514,7143,Missing spark - no dwell before next trigger
115.518,7143,Missing spark - no dwell before next trigger
115.522,7143,Missing spark - no dwell before next trigger
115.526,7143,Missing spark - no dwell before next trigger
115.530,7143,Missing spark - no dwell before next trigger
115.535,7143,Missing spark - no dwell before next trigger
115.539,7143,Missing spark - no dwell before next trigger
115.543,7143,Missing spark - no dwell before next trigger
115.547,7143,Missing spark - no dwell before next trigger
115.551,7143,Missing spark - no dwell before next trigger
115.556,7143,Missing spark - no dwell before next trigger
115.560,7143,Missing spark - no dwell before next trigger
115.564,7143,Missing spark - no dwell before next trigger
115.568,7143,Missing spark - no dwell before next trigger
115.572,7143,Missing spark - no dwell before next trigger
115.577,7143,Missing spark - no dwell before next trigger
115.581,7143,Missing spark - no dwell before next trigger
115.585,7143,Missing spark - no dwell before next trigger
115.589,7143,Missing spark - no dwell before next trigger
115.593,7143,Missing spark - no dwell before next trigger
115.598,7143,Missing spark - no dwell before next trigger
115.602,7143,Missing spark - no dwell before next trigger
115.606,7143,Missing spark - no dwell before next trigger
115.610,7143,Missing spark - no dwell before next trigger
115.614,7143,Missing spark - no dwell before next trigger
115.619,7143,Missing spark - no dwell before next trigger
115.623,7143,Missing spark - no dwell before next trigger
115.627,7143,Missing spark - no dwell before next trigger
115.631,7143,Missing spark - no dwell before next trigger
115.635,7143,Missing spark - no dwell before next trigger
115.640,7143,Missing spark - no dwell before next trigger
115.644,7143,Missing spark - no dwell before next trigger
115.648,7143,Missing spark - no dwell before next trigger
115.652,7143,Missing spark - no dwell before next trigger
115.656,7143,Missing spark - no dwell before next trigger
115.661,7143,Missing spark - no dwell before next trigger
115.665,7143,Missing spark - no dwell before next trigger
115.669,7143,Missing spark - no dwell before next trigger
115.673,7143,Missing spark - no dwell before next trigger
115.677,7143,Missing spark - no dwell before next trigger
115.682,7143,Missing spark - no dwell before next trigger
115.686,7143,Missing spark - no dwell before next trigger
115.690,7143,Missing spark - no dwell before next trigger
115.694,7143,Missing spark - no dwell before next trigger
115.698,7143,Missing spark - no dwell before next trigger
115.703,7143,Missing spark - no dwell before next trigger
115.707,7143,Missing spark - no dwell before next trigger
115.711,7143,Missing spark - no dwell before next trigger
115.715,7143,Missing spark - no dwell before next trigger
115.719,7143,Missing spark - no dwell before next trigger
115.724,7143,Missing spark - no dwell before next trigger
115.728,7143,Missing spark - no dwell before next trigger
115.732,7143,Missing spark - no dwell before next trigger
115.736,7143,Missing spark - no dwell before next trigger
115.740,7143,Missing spark - no dwell before next trigger
115.745,7143,Missing spark - no dwell before next trigger
115.749,7143,Missing spark - no dwell before next trigger
115.753,7143,Missing spark - no dwell before next trigger
115.757,7143,Missing spark - no dwell before next trigger
115.761,7143,Missing spark - no dwell before next trigger
115.766,7143,Missing spark - no dwell before next trigger
115.770,7143,Missing spark - no dwell before next trigger
115.774,7143,Missing spark - no dwell before next trigger
115.778,7143,Missing spark - no dwell before next trigger
115.782,7143,Missing spark - no dwell before next trigger
115.787,7143,Missing spark - no dwell before next trigger
115.791,7143,Missing spark - no dwell before next trigger
115.795,7143,Missing spark - no dwell before next trigger
115.799,7143,Missing spark - no dwell before next trigger
115.803,7143,Missing spark - no dwell before next trigger
115.808,7143,Missing spark - no dwell before next trigger
115.812,7143,Missing spark - no dwell before next trigger
115.816,7143,Missing spark - no dwell before next trigger
115.820,7143,Missing spark - no dwell before next trigger
115.824,7143,Missing spark - no dwell before next trigger
115.829,7143,Missing spark - no dwell before next trigger
115.833,7143,Missing spark - no dwell before next trigger
115.837,7143,Missing spark - no dwell before next trigger
115.841,7143,Missing spark - no dwell before next trigger
115.845,7143,Missing spark - no dwell before next trigger
115.850,7143,Missing spark - no dwell before next trigger
115.854,7143,Missing spark - no dwell before next trigger
115.858,7143,Missing spark - no dwell before next trigger
115.862,7143,Missing spark - no dwell before next trigger
115.866,7143,Missing spark - no dwell before next trigger
115.871,7143,Missing spark - no dwell before next trigger
115.875,7143,Missing spark - no dwell before next trigger
115.879,7143,Missing spark - no dwell before next trigger
115.883,7143,Missing spark - no dwell before next trigger
115.887,7143,Missing spark - no dwell before next trigger
115.892,7143,Missing spark - no dwell before next trigger
115.896,7143,Missing spark - no dwell before next trigger
115.900,7143,Missing spark - no dwell before next trigger
115.904,7143,Missing spark - no dwell before next trigger
115.908,7143,Missing spark - no dwell before next trigger
115.913,7143,Missing spark - no dwell before next trigger
115.917,7143,Missing spark - no dwell before next trigger
115.921,7143,Missing spark - no dwell before next trigger
115.925,7143,Missing spark - no dwell before next trigger
115.929,7143,Missing spark - no dwell before next trigger
115.934,7143,Missing spark - no dwell before next trigger
115.938,7143,Missing spark - no dwell before next trigger
115.942,7143,Missing spark - no dwell before next trigger
115.946,7143,Missing spark - no dwell before next trigger
115.950,7143,Missing spark - no dwell before next trigger
115.955,7143,Missing spark - no dwell before next trigger
115.959,7143,Missing spark - no dwell before next trigger
115.963,7143,Missing spark - no dwell before next trigger
115.967,7143,Missing spark - no dwell before next trigger
115.971,7143,Missing spark - no dwell before next trigger
115.976,7143,Missing spark - no dwell before next trigger
115.980,7143,Missing spark - no dwell before next trigger
115.984,7143,Missing spark - no dwell before next trigger
115.988,7143,Missing spark - no dwell before next trigger
115.992,7143,Missing spark - no dwell before next trigger
115.997,7143,Missing spark - no dwell before next trigger
116.001,7143,Missing spark - no dwell before next trigger
116.005,7143,Missing spark - no dwell before next trigger
116.009,7143,Missing spark - no dwell before next trigger
116.013,7143,Missing spark - no dwell before next trigger
116.018,7143,Missing spark - no dwell before next trigger
116.022,7143,Missing spark - no dwell before next trigger
116.026,7143,Missing spark - no dwell before next trigger
116.030,7143,Missing spark - no dwell before next trigger
116.034,7143,Missing spark - no dwell before next trigger
116.039,7143,Missing spark - no dwell before next trigger
116.043,7143,Missing spark - no dwell before next trigger
116.047,7143,Missing spark - no dwell before next trigger
116.051,7143,Missing spark - no dwell before next trigger
116.055,7143,Missing spark - no dwell before next trigger
116.060,7143,Missing spark - no dwell before next trigger
116.064,7143,Missing spark - no dwell before next trigger
116.068,7143,Missing spark - no dwell before next trigger
116.072,7143,Missing spark - no dwell before next trigger
116.076,7143,Missing spark - no dwell before next trigger
116.081,7143,Missing spark - no dwell before next trigger
116.085,7143,Missing spark - no dwell before next trigger
116.089,7143,Missing spark - no dwell before next trigger
116.093,7143,Missing spark - no dwell before next trigger
116.097,7143,Missing spark - no dwell before next trigger
116.102,7143,Missing spark - no dwell before next trigger
116.106,7143,Missing spark - no dwell before next trigger
116.110,7143,Missing spark - no dwell before next trigger
116.114,7143,Missing spark - no dwell before next trigger
116.118,7143,Missing spark - no dwell before next trigger
116.123,7143,Missing spark - no dwell before next trigger
116.127,7143,Missing spark - no dwell before next trigger
116.131,7143,Missing spark - no dwell before next trigger
116.135,7143,Missing spark - no dwell before next trigger
116.139,7143,Missing spark - no dwell before next trigger
116.144,7143,Missing spark - no dwell before next trigger
116.148,7143,Missing spark - no dwell before next trigger
116.152,7143,Missing spark - no dwell before next trigger
116.156,7143,Missing spark - no dwell before next trigger
116.160,7143,Missing spark - no dwell before next trigger
116.165,7143,Missing spark - no dwell before next trigger
116.169,7143,Missing spark - no dwell before next trigger
116.173,7143,Missing spark - no dwell before next trigger
116.177,7143,Missing spark - no dwell before next trigger
116.181,7143,Missing spark - no dwell before next trigger
116.186,7143,Missing spark - no dwell before next trigger
116.190,7143,Missing spark - no dwell before next trigger
116.194,7143,Missing spark - no dwell before next trigger
116.198,7143,Missing spark - no dwell before next trigger
116.202,7143,Missing spark - no dwell before next trigger
116.207,7143,Missing spark - no dwell before next trigger
116.211,7143,Missing spark - no dwell before next trigger
116.215,7143,Missing spark - no dwell before next trigger
116.219,7143,Missing spark - no dwell before next trigger
116.223,7143,Missing spark - no dwell before next trigger
116.228,7143,Missing spark - no dwell before next trigger
116.232,7143,Missing spark - no dwell before next trigger
116.236,7143,Missing spark - no dwell before next trigger
116.240,7143,Missing spark - no dwell before next trigger
116.244,7143,Missing spark - no dwell before next trigger
116.249,7143,Missing spark - no dwell before next trigger
116.253,7143,Missing spark - no dwell before next trigger
116.257,7143,Missing spark - no dwell before next trigger
116.261,7143,Missing spark - no dwell before next trigger
116.265,7143,Missing spark - no dwell before next trigger
116.270,7143,Missing spark - no dwell before next trigger
116.274,7143,Missing spark - no dwell before next trigger
116.278,7143,Missing spark - no dwell before next trigger
116.282,7143,Missing spark - no dwell before next trigger
116.286,7143,Missing spark - no dwell before next trigger
116.291,7143,Missing spark - no dwell before next trigger
116.295,7143,Missing spark - no dwell before next trigger
116.299,7143,Missing spark - no dwell before next trigger
116.303,7143,Missing spark - no dwell before next trigger
116.307,7143,Missing spark - no dwell before next trigger
116.312,7143,Missing spark - no dwell before next trigger
116.316,7143,Missing spark - no dwell before next trigger
116.320,7143,Missing spark - no dwell before next trigger
116.324,7143,Missing spark - no dwell before next trigger
116.328,7143,Missing spark - no dwell before next trigger
116.333,7143,Missing spark - no dwell before next trigger
116.337,7143,Missing spark - no dwell before next trigger
116.341,7143,Missing spark - no dwell before next trigger
116.345,7143,Missing spark - no dwell before next trigger
116.349,7143,Missing spark - no dwell before next trigger
116.354,7143,Missing spark - no dwell before next trigger
116.358,7143,Missing spark - no dwell before next trigger
116.362,7143,Missing spark - no dwell before next trigger
116.366,7143,Missing spark - no dwell before next trigger
116.370,7143,Missing spark - no dwell before next trigger
116.375,7143,Missing spark - no dwell before next trigger
116.379,7143,Missing spark - no dwell before next trigger
116.383,7143,Missing spark - no dwell before next trigger
116.387,7143,Missing spark - no dwell before next trigger
116.391,7143,Missing spark - no dwell before next trigger
116.396,7143,Missing spark - no dwell before next trigger
116.400,7143,Missing spark - no dwell before next trigger
116.404,7143,Missing spark - no dwell before next trigger
116.408,7143,Missing spark - no dwell before next trigger
116.412,7143,Missing spark - no dwell before next trigger
116.417,7143,Missing spark - no dwell before next trigger
116.421,7143,Missing spark - no dwell before next trigger
116.425,7143,Missing spark - no dwell before next trigger
116.429,7143,Missing spark - no dwell before next trigger
116.433,7143,Missing spark - no dwell before next trigger
116.438,7143,Missing spark - no dwell before next trigger
116.442,7143,Missing spark - no dwell before next trigger
116.446,7143,Missing spark - no dwell before next trigger
116.450,7143,Missing spark - no dwell before next trigger
116.454,7143,Missing spark - no dwell before next trigger
116.459,7143,Missing spark - no dwell before next trigger
116.463,7143,Missing spark - no dwell before next trigger
116.467,7143,Missing spark - no dwell before next trigger
116.471,7143,Missing spark - no dwell before next trigger
116.475,7143,Missing spark - no dwell before next trigger
116.480,7143,Missing spark - no dwell before next trigger
116.484,7143,Missing spark - no dwell before next trigger
116.488,7143,Missing spark - no dwell before next trigger
