time_sec,rpm,delay_us,delay_degrees,advance_degrees,dwell_us,trigger_pulse_width_us,is_previous_lobe,safe_advance,perf_advance
4.559,800,83797.0,402.23,-355.23,2999.9,500.0,False,4.80,4.80
4.596,800,46297.0,222.23,-175.23,2999.9,500.0,False,4.80,4.80
4.633,800,8797.0,42.23,4.77,2999.9,500.0,False,4.80,4.80
4.671,800,8797.0,42.23,4.77,2999.9,500.0,False,4.80,4.80
4.708,800,8796.7,42.22,4.78,3000.1,500.0,False,4.80,4.80
4.746,800,9110.7,43.73,3.27,2993.9,500.0,False,4.80,4.80
4.784,800,9108.9,43.72,3.28,2993.9,500.0,False,4.80,4.80
4.821,800,8797.2,42.23,4.77,3000.2,500.0,False,4.80,4.80
4.859,800,8796.5,42.22,4.78,2999.9,500.0,False,4.80,4.80
4.896,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
4.934,800,8797.1,42.23,4.77,2999.4,500.0,False,4.80,4.80
4.971,800,8797.0,42.23,4.77,2999.9,500.0,False,4.80,4.80
5.008,800,9140.2,43.87,3.13,3012.9,500.0,False,4.80,4.80
5.046,800,9109.7,43.73,3.27,2993.9,500.0,False,4.80,4.80
5.083,800,8796.5,42.22,4.78,2999.9,500.0,False,4.80,4.80
5.121,800,8797.0,42.23,4.77,3000.0,500.0,False,4.80,4.80
5.159,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.196,800,8797.6,42.23,4.77,3000.6,500.0,False,4.80,4.80
5.234,800,8796.5,42.22,4.78,2999.9,500.0,False,4.80,4.80
5.271,800,9102.6,43.69,3.31,2993.9,500.0,False,4.80,4.80
5.309,800,9109.5,43.73,3.27,2994.2,500.0,False,4.80,4.80
5.346,800,8796.6,42.22,4.78,2999.6,500.0,False,4.80,4.80
5.383,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.421,800,8796.5,42.22,4.78,2999.4,500.0,False,4.80,4.80
5.458,800,8797.0,42.23,4.77,2999.9,500.0,False,4.80,4.80
5.496,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.534,800,9101.2,43.69,3.31,2993.9,500.0,False,4.80,4.80
5.571,800,8796.5,42.22,4.78,2999.4,500.0,False,4.80,4.80
5.609,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.646,800,8796.5,42.22,4.78,2999.9,500.0,False,4.80,4.80
5.684,800,8796.6,42.22,4.78,3000.1,500.0,False,4.80,4.80
5.721,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.758,800,8796.6,42.22,4.78,3000.1,500.0,False,4.80,4.80
5.796,800,9110.3,43.73,3.27,2994.2,500.0,False,4.80,4.80
5.833,800,8796.7,42.22,4.78,3000.2,500.0,False,4.80,4.80
5.871,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
5.909,800,8796.8,42.22,4.78,3000.2,500.0,False,4.80,4.80
5.946,800,8796.8,42.22,4.78,3000.2,500.0,False,4.80,4.80
5.984,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
6.021,800,9101.7,43.69,3.31,2997.1,500.0,False,4.80,4.80
6.059,800,9099.9,43.68,3.32,2993.9,500.0,False,4.80,4.80
6.096,800,8796.5,42.22,4.78,3000.0,500.0,False,4.80,4.80
6.133,800,8796.6,42.22,4.78,3000.1,500.0,False,4.80,4.80
6.171,800,8797.0,42.23,4.77,3000.0,500.0,False,4.80,4.80
6.201,997,6963.1,41.64,5.36,2999.9,500.0,False,5.98,5.98
6.231,997,6914.1,41.35,5.65,2999.9,500.0,False,5.98,5.98
6.261,997,6902.0,41.27,5.73,2999.9,500.0,False,5.98,5.98
6.291,997,7199.4,43.05,3.95,2993.9,500.0,False,5.98,5.98
6.322,997,7184.9,42.97,4.03,2993.9,500.0,False,5.98,5.98
6.352,997,7194.6,43.02,3.98,2997.4,500.0,False,5.98,5.98
6.382,997,6877.0,41.12,5.88,2999.7,500.0,False,5.98,5.98
6.412,997,6874.4,41.11,5.89,3000.4,500.0,False,5.98,5.98
6.442,997,6872.1,41.10,5.90,2999.6,500.0,False,5.98,5.98
6.472,997,6871.1,41.09,5.91,2999.6,500.0,False,5.98,5.98
6.502,997,6870.0,41.08,5.92,2999.9,500.0,False,5.98,5.98
6.532,997,6869.4,41.08,5.92,3000.4,500.0,False,5.98,5.98
6.562,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.592,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.622,997,6868.0,41.07,5.93,2999.8,500.0,False,5.98,5.98
6.653,997,6868.0,41.07,5.93,2999.9,500.0,False,5.98,5.98
6.683,997,7182.8,42.95,4.05,3012.9,500.0,False,5.98,5.98
6.713,997,7185.0,42.97,4.03,3016.2,500.0,False,5.98,5.98
6.743,997,6868.4,41.07,5.93,3000.4,500.0,False,5.98,5.98
6.773,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.803,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.833,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.863,997,6868.1,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.893,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
6.923,997,6868.3,41.07,5.93,3000.3,500.0,False,5.98,5.98
6.954,997,6868.0,41.07,5.93,2999.9,500.0,False,5.98,5.98
6.984,997,6868.1,41.07,5.93,2999.6,500.0,False,5.98,5.98
7.014,997,6868.0,41.07,5.93,2999.8,500.0,False,5.98,5.98
7.044,997,7167.6,42.86,4.14,2993.9,500.0,False,5.98,5.98
7.074,997,7164.8,42.85,4.15,2993.9,500.0,False,5.98,5.98
7.104,997,7189.7,42.99,4.01,3016.2,500.0,False,5.98,5.98
7.134,997,6868.0,41.07,5.93,2999.4,500.0,False,5.98,5.98
7.164,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.194,997,6868.0,41.07,5.93,2999.8,500.0,False,5.98,5.98
7.224,997,6868.5,41.07,5.93,3000.4,500.0,False,5.98,5.98
7.255,997,6868.2,41.07,5.93,3000.2,500.0,False,5.98,5.98
7.285,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.315,997,6868.1,41.07,5.93,3000.1,500.0,False,5.98,5.98
7.345,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.375,997,6868.0,41.07,5.93,2999.9,500.0,False,5.98,5.98
7.405,997,7189.3,42.99,4.01,3012.9,500.0,False,5.98,5.98
7.435,997,7185.5,42.97,4.03,3012.9,500.0,False,5.98,5.98
7.465,997,7168.8,42.87,4.13,2997.2,500.0,False,5.98,5.98
7.495,997,6868.5,41.07,5.93,3000.5,500.0,False,5.98,5.98
7.526,997,6868.1,41.07,5.93,2999.7,500.0,False,5.98,5.98
7.556,997,6868.0,41.07,5.93,2999.9,500.0,False,5.98,5.98
7.586,997,6868.4,41.07,5.93,3000.4,500.0,False,5.98,5.98
7.616,997,6869.0,41.08,5.92,3000.5,500.0,False,5.98,5.98
7.646,997,6868.0,41.07,5.93,2999.8,500.0,False,5.98,5.98
7.676,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.706,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.736,997,6868.0,41.07,5.93,2999.8,500.0,False,5.98,5.98
7.766,997,6868.1,41.07,5.93,3000.1,500.0,False,5.98,5.98
7.796,997,7164.0,42.84,4.16,2993.9,500.0,False,5.98,5.98
7.827,997,7188.9,42.99,4.01,2997.1,500.0,False,5.98,5.98
7.857,997,6868.1,41.07,5.93,3000.1,500.0,False,5.98,5.98
7.887,997,6868.1,41.07,5.93,2999.9,500.0,False,5.98,5.98
7.917,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
7.947,997,6868.4,41.07,5.93,3000.4,500.0,False,5.98,5.98
7.977,997,6868.0,41.07,5.93,2999.7,500.0,False,5.98,5.98
8.007,997,6868.6,41.07,5.93,3000.6,500.0,False,5.98,5.98
8.037,997,6868.7,41.08,5.92,3000.1,500.0,False,5.98,5.98
8.067,997,6868.6,41.07,5.93,3000.1,500.0,False,5.98,5.98
8.097,997,6868.0,41.07,5.93,3000.0,500.0,False,5.98,5.98
8.127,997,6868.1,41.07,5.93,3000.0,500.0,False,5.98,5.98
8.158,997,7176.1,42.91,4.09,2993.9,500.0,False,5.98,5.98
8.183,1176,5741.6,40.53,6.47,3000.1,500.0,False,7.06,7.06
8.208,1195,5605.5,40.20,6.80,2999.9,500.0,False,7.17,7.17
8.233,1195,5583.1,40.04,6.96,3000.0,500.0,False,7.17,7.17
8.258,1195,5576.5,39.99,7.01,3000.0,500.0,False,7.17,7.17
8.284,1195,5573.1,39.97,7.03,3000.0,500.0,False,7.17,7.17
8.309,1195,5569.0,39.94,7.06,2999.7,500.0,False,7.17,7.17
8.334,1195,5566.6,39.92,7.08,3000.1,500.0,False,7.17,7.17
8.359,1195,5564.8,39.91,7.09,3000.2,500.0,False,7.17,7.17
8.384,1195,5874.6,42.13,4.87,3010.2,500.0,False,7.17,7.17
8.409,1195,5563.2,39.90,7.10,3000.1,500.0,False,7.17,7.17
8.434,1195,5562.0,39.89,7.11,2999.9,500.0,False,7.17,7.17
8.459,1195,5561.5,39.88,7.12,2999.8,500.0,False,7.17,7.17
8.484,1195,5866.9,42.07,4.93,2993.9,500.0,False,7.17,7.17
8.509,1195,5561.5,39.88,7.12,2999.6,500.0,False,7.17,7.17
8.534,1195,5561.6,39.88,7.12,3000.1,500.0,False,7.17,7.17
8.560,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.585,1195,5868.8,42.09,4.91,2993.9,500.0,False,7.17,7.17
8.610,1195,5561.6,39.88,7.12,3000.1,500.0,False,7.17,7.17
8.635,1195,5561.5,39.88,7.12,2999.8,500.0,False,7.17,7.17
8.660,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.685,1195,5562.1,39.89,7.11,3000.4,500.0,False,7.17,7.17
8.710,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
8.735,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
8.760,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.786,1195,5562.0,39.89,7.11,3000.4,500.0,False,7.17,7.17
8.811,1195,5867.9,42.08,4.92,2997.1,500.0,False,7.17,7.17
8.836,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.861,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.886,1195,5562.1,39.89,7.11,3000.1,500.0,False,7.17,7.17
8.911,1195,5871.8,42.11,4.89,2993.9,500.0,False,7.17,7.17
8.936,1195,5561.6,39.88,7.12,3000.0,500.0,False,7.17,7.17
8.961,1195,5562.5,39.89,7.11,2999.9,500.0,False,7.17,7.17
8.986,1195,5561.1,39.88,7.12,3000.1,500.0,False,7.17,7.17
9.011,1195,5881.0,42.17,4.83,3012.9,500.0,False,7.17,7.17
9.037,1195,5561.5,39.88,7.12,2999.4,500.0,False,7.17,7.17
9.062,1195,5561.6,39.88,7.12,3000.1,500.0,False,7.17,7.17
9.087,1195,5561.6,39.88,7.12,3000.1,500.0,False,7.17,7.17
9.112,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.137,1195,5561.6,39.88,7.12,2999.6,500.0,False,7.17,7.17
9.162,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.187,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.212,1195,5561.6,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.237,1195,5871.8,42.11,4.89,2997.1,500.0,False,7.17,7.17
9.262,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.287,1195,5562.7,39.89,7.11,3000.7,500.0,False,7.17,7.17
9.313,1195,5561.1,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.338,1195,5861.6,42.04,4.96,2994.2,500.0,False,7.17,7.17
9.363,1195,5562.0,39.89,7.11,3000.0,500.0,False,7.17,7.17
9.388,1195,5561.0,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.413,1195,5561.8,39.89,7.11,3000.3,500.0,False,7.17,7.17
9.438,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.463,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.488,1195,5561.6,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.513,1195,5561.8,39.89,7.11,3000.2,500.0,False,7.17,7.17
9.539,1195,5561.5,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.564,1195,5869.2,42.09,4.91,2997.1,500.0,False,7.17,7.17
9.589,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.614,1195,5562.1,39.89,7.11,3000.1,500.0,False,7.17,7.17
9.639,1195,5561.2,39.88,7.12,3000.1,500.0,False,7.17,7.17
9.664,1195,5873.1,42.12,4.88,2993.9,500.0,False,7.17,7.17
9.689,1195,5562.1,39.89,7.11,3000.5,500.0,False,7.17,7.17
9.714,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.739,1195,5561.6,39.88,7.12,2999.6,500.0,False,7.17,7.17
9.764,1195,5860.4,42.03,4.97,2993.9,500.0,False,7.17,7.17
9.790,1195,5561.6,39.88,7.12,2999.4,500.0,False,7.17,7.17
9.815,1195,5561.6,39.88,7.12,2999.9,500.0,False,7.17,7.17
9.840,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.865,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.890,1195,5561.5,39.88,7.12,2999.7,500.0,False,7.17,7.17
9.915,1195,5561.6,39.88,7.12,2999.6,500.0,False,7.17,7.17
9.940,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
9.965,1195,5562.1,39.89,7.11,2999.9,500.0,False,7.17,7.17
9.990,1195,5860.6,42.03,4.97,2997.1,500.0,False,7.17,7.17
10.015,1195,5561.1,39.88,7.12,2999.9,500.0,False,7.17,7.17
10.040,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
10.066,1195,5561.6,39.88,7.12,3000.0,500.0,False,7.17,7.17
10.091,1195,5860.9,42.03,4.97,2993.9,500.0,False,7.17,7.17
10.116,1195,5561.9,39.89,7.11,2999.9,500.0,False,7.17,7.17
10.141,1195,5561.5,39.88,7.12,2999.7,500.0,False,7.17,7.17
10.166,1195,5561.5,39.88,7.12,3000.0,500.0,False,7.17,7.17
10.188,1395,4963.8,41.56,5.44,2997.1,500.0,False,8.37,8.37
10.209,1395,4637.6,38.83,8.17,3000.1,500.0,False,8.37,8.37
10.230,1395,4633.1,38.79,8.21,3000.0,500.0,False,8.37,8.37
10.252,1395,4945.2,41.40,5.60,3016.2,500.0,False,8.37,8.37
10.274,1395,4627.5,38.74,8.26,3000.0,500.0,False,8.37,8.37
10.295,1395,4625.9,38.73,8.27,3000.4,500.0,False,8.37,8.37
10.316,1395,4624.0,38.71,8.29,2999.9,500.0,False,8.37,8.37
10.338,1395,4624.0,38.71,8.29,2999.9,500.0,False,8.37,8.37
10.360,1395,4622.6,38.70,8.30,2999.9,500.0,False,8.37,8.37
10.381,1395,4622.0,38.70,8.30,3000.0,500.0,False,8.37,8.37
10.402,1395,4621.0,38.69,8.31,2999.8,500.0,False,8.37,8.37
10.424,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
10.445,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.467,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.489,1395,4621.1,38.69,8.31,2999.6,500.0,False,8.37,8.37
10.510,1395,4621.0,38.69,8.31,2999.4,500.0,False,8.37,8.37
10.531,1395,4621.4,38.69,8.31,3000.4,500.0,False,8.37,8.37
10.553,1395,4621.1,38.69,8.31,2999.9,500.0,False,8.37,8.37
10.575,1395,4623.8,38.71,8.29,3002.2,500.0,False,8.37,8.37
10.596,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.617,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.639,1395,4621.2,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.661,1395,4621.2,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.682,1395,4933.9,41.31,5.69,2993.9,500.0,False,8.37,8.37
10.704,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
10.725,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.746,1395,4928.2,41.26,5.74,2994.2,500.0,False,8.37,8.37
10.768,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
10.790,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
10.811,1395,4923.2,41.22,5.78,2997.1,500.0,False,8.37,8.37
10.832,1395,4621.0,38.69,8.31,2999.8,500.0,False,8.37,8.37
10.854,1395,4621.0,38.69,8.31,2999.6,500.0,False,8.37,8.37
10.876,1395,4931.9,41.29,5.71,2997.4,500.0,False,8.37,8.37
10.897,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.918,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
10.940,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
10.961,1395,4621.0,38.69,8.31,2997.2,500.0,False,8.37,8.37
10.983,1395,4621.1,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.005,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.026,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.047,1395,4621.4,38.69,8.31,3000.2,500.0,False,8.37,8.37
11.069,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.091,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.112,1395,4621.6,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.133,1395,4621.5,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.155,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.177,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.198,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.220,1395,4621.2,38.69,8.31,2999.8,500.0,False,8.37,8.37
11.241,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.262,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.284,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.306,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.327,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.348,1395,4621.3,38.69,8.31,3000.2,500.0,False,8.37,8.37
11.370,1395,4924.2,41.23,5.77,2993.9,500.0,False,8.37,8.37
11.392,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.413,1395,4621.2,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.434,1395,4932.9,41.30,5.70,2993.9,500.0,False,8.37,8.37
11.456,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.477,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.499,1395,4926.9,41.25,5.75,2997.1,500.0,False,8.37,8.37
11.521,1395,4621.0,38.69,8.31,2999.6,500.0,False,8.37,8.37
11.542,1395,4621.6,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.563,1395,4935.6,41.32,5.68,2997.1,500.0,False,8.37,8.37
11.585,1395,4621.1,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.607,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.628,1395,4621.0,38.69,8.31,2999.4,500.0,False,8.37,8.37
11.649,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.671,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.693,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.714,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.736,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.757,1395,4621.1,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.778,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.800,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.822,1395,4621.0,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.843,1395,4621.5,38.69,8.31,2999.9,500.0,False,8.37,8.37
11.864,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.886,1395,4621.1,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.908,1395,4621.2,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.929,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.950,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
11.972,1395,4621.1,38.69,8.31,3000.1,500.0,False,8.37,8.37
11.993,1395,4621.0,38.69,8.31,2999.8,500.0,False,8.37,8.37
12.015,1395,4621.0,38.69,8.31,2999.8,500.0,False,8.37,8.37
12.037,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
12.058,1395,4928.4,41.26,5.74,2993.9,500.0,False,8.37,8.37
12.079,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
12.101,1395,4621.0,38.69,8.31,3000.0,500.0,False,8.37,8.37
12.123,1395,4937.1,41.33,5.67,2993.9,500.0,False,8.37,8.37
12.144,1395,4621.5,38.69,8.31,3000.0,500.0,False,8.37,8.37
12.165,1395,4621.0,38.69,8.31,2999.8,500.0,False,8.37,8.37
12.184,1596,3946.2,37.78,9.22,3000.2,500.0,False,9.57,9.57
12.203,1596,3930.5,37.63,9.37,3000.0,500.0,False,9.57,9.57
12.222,1596,4235.8,40.56,6.44,2993.9,500.0,False,9.57,9.57
12.241,1596,3923.5,37.57,9.43,3000.0,500.0,False,9.57,9.57
12.259,1596,3927.5,37.60,9.40,2999.4,500.0,False,9.57,9.57
12.278,1596,3918.6,37.52,9.48,3000.1,500.0,False,9.57,9.57
12.297,1596,3918.6,37.52,9.48,3000.1,500.0,False,9.57,9.57
12.316,1596,3918.1,37.51,9.49,3000.1,500.0,False,9.57,9.57
12.335,1596,3917.0,37.50,9.50,3000.0,500.0,False,9.57,9.57
12.354,1596,4238.7,40.58,6.42,2987.9,500.0,False,9.57,9.57
12.372,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.391,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.410,1596,3916.0,37.49,9.51,2999.8,500.0,False,9.57,9.57
12.429,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.447,1596,3916.5,37.50,9.50,3000.5,500.0,False,9.57,9.57
12.466,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
12.485,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.504,1596,3916.2,37.50,9.50,3000.2,500.0,False,9.57,9.57
12.523,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
12.541,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
12.560,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
12.579,1596,3916.1,37.49,9.51,2996.3,500.0,False,9.57,9.57
12.598,1596,3916.1,37.49,9.51,2999.6,500.0,False,9.57,9.57
12.617,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
12.636,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
12.654,1596,3916.0,37.49,9.51,2999.4,500.0,False,9.57,9.57
12.673,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.692,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.711,1596,4244.2,40.64,6.36,3016.2,500.0,False,9.57,9.57
12.729,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
12.748,1596,3916.2,37.50,9.50,3000.1,500.0,False,9.57,9.57
12.767,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.786,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.805,1596,3916.0,37.49,9.51,2999.6,500.0,False,9.57,9.57
12.823,1596,3916.1,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.842,1596,4219.4,40.40,6.60,2997.1,500.0,False,9.57,9.57
12.861,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
12.880,1596,3916.8,37.50,9.50,3000.3,500.0,False,9.57,9.57
12.899,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.918,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.936,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
12.955,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
12.974,1596,4219.6,40.40,6.60,2997.1,500.0,False,9.57,9.57
12.993,1596,3916.1,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.011,1596,3916.1,37.49,9.51,2999.5,500.0,False,9.57,9.57
13.030,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.049,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
13.068,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.087,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.105,1596,4224.2,40.44,6.56,2997.1,500.0,False,9.57,9.57
13.124,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.143,1596,3916.1,37.49,9.51,3000.1,500.0,False,9.57,9.57
13.162,1596,3916.1,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.181,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.200,1596,3916.0,37.49,9.51,2999.4,500.0,False,9.57,9.57
13.218,1596,3916.0,37.49,9.51,2999.8,500.0,False,9.57,9.57
13.237,1596,4240.9,40.60,6.40,3016.2,500.0,False,9.57,9.57
13.256,1596,3916.6,37.50,9.50,3000.5,500.0,False,9.57,9.57
13.275,1596,3916.0,37.49,9.51,2999.8,500.0,False,9.57,9.57
13.293,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.312,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.331,1596,3916.4,37.50,9.50,3000.4,500.0,False,9.57,9.57
13.350,1596,3916.0,37.49,9.51,2999.8,500.0,False,9.57,9.57
13.369,1596,4215.7,40.36,6.64,2993.9,500.0,False,9.57,9.57
13.387,1596,3916.0,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.406,1596,3916.1,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.425,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.444,1596,3916.0,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.463,1596,3922.0,37.55,9.45,2999.4,500.0,False,9.57,9.57
13.482,1596,3914.7,37.48,9.52,3000.2,500.0,False,9.57,9.57
13.500,1596,4236.1,40.56,6.44,3012.9,500.0,False,9.57,9.57
13.519,1596,3915.6,37.49,9.51,3000.1,500.0,False,9.57,9.57
13.538,1596,3915.5,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.557,1596,3916.1,37.49,9.51,2999.8,500.0,False,9.57,9.57
13.575,1596,3915.5,37.49,9.51,3000.0,500.0,False,9.57,9.57
13.594,1596,3915.5,37.49,9.51,2999.9,500.0,False,9.57,9.57
13.613,1596,3915.6,37.49,9.51,2999.7,500.0,False,9.57,9.57
