Timing Analysis: wokwi-logic.vcd
Total measurements: 4680

Time(s)    RPM   Delay(μs)  Delay(°)  Advance(°)  Mode
 20.74   3947    1355.2     32.1      14.9  SAME
 20.75   3947    1607.6     38.1       8.9  SAME
 20.75   3947    1355.6     32.1      14.9  SAME
 20.76   3947    1355.1     32.1      14.9  SAME
 20.77   3947    1355.1     32.1      14.9  SAME
 20.78   3947    1612.2     38.2       8.8  SAME
 20.78   3947    1355.6     32.1      14.9  SAME
 20.79   3947    1355.1     32.1      14.9  SAME
 20.80   3947    1355.1     32.1      14.9  SAME
 20.81   3947    1355.9     32.1      14.9  SAME
 20.81   3947    1608.8     38.1       8.9  SAME
 20.82   3947    1355.6     32.1      14.9  SAME
 20.83   3947    1355.1     32.1      14.9  SAME
 20.84   3947    1355.2     32.1      14.9  SAME
 20.84   3947    1613.6     38.2       8.8  SAME
 20.85   3947    1355.4     32.1      14.9  SAME
 20.86   3947    1355.2     32.1      14.9  SAME
 20.87   3947    1355.1     32.1      14.9  SAME
 20.87   3947    1612.6     38.2       8.8  SAME
 20.88   3947    1355.9     32.1      14.9  SAME
 20.89   3947    1355.1     32.1      14.9  SAME
 20.90   3947    1355.6     32.1      14.9  SAME
 20.91   3947    1603.1     38.0       9.0  SAME
 20.91   3947    1609.2     38.1       8.9  SAME
 20.92   3947    1355.6     32.1      14.9  SAME
 20.93   3947    1355.2     32.1      14.9  SAME
 20.94   3947    1355.2     32.1      14.9  SAME
 20.94   3947    1599.8     37.9       9.1  SAME
 20.95   3947    1355.3     32.1      14.9  SAME
 20.96   3947    1355.4     32.1      14.9  SAME
 20.97   3947    1355.1     32.1      14.9  SAME
 20.97   3947    1619.2     38.4       8.6  SAME
 20.98   3947    1355.1     32.1      14.9  SAME
 20.99   3947    1355.2     32.1      14.9  SAME
 21.00   3947    1355.2     32.1      14.9  SAME
 21.00   3947    1603.8     38.0       9.0  SAME
 21.01   3947    1601.6     37.9       9.1  SAME
 21.02   3947    1355.1     32.1      14.9  SAME
 21.03   3947    1355.1     32.1      14.9  SAME
 21.03   3947    1355.4     32.1      14.9  SAME
 21.04   3947    1606.6     38.1       8.9  SAME
 21.05   3947    1355.1     32.1      14.9  SAME
 21.06   3947    1355.2     32.1      14.9  SAME
 21.06   3947    1355.2     32.1      14.9  SAME
 21.07   3947    1605.6     38.0       9.0  SAME
 21.08   3947    1355.9     32.1      14.9  SAME
 21.09   3947    1355.1     32.1      14.9  SAME
 21.10   3947    1355.6     32.1      14.9  SAME
 21.10   3947    1610.2     38.1       8.9  SAME
 21.11   3947    1355.1     32.1      14.9  SAME
 21.12   3947    1355.3     32.1      14.9  SAME
 21.13   3947    1355.6     32.1      14.9  SAME
 21.13   3947    1355.1     32.1      14.9  SAME
 21.14   3947    1606.8     38.1       8.9  SAME
 21.15   3947    1360.5     32.2      14.8  SAME
 21.16   3947    1355.1     32.1      14.9  SAME
 21.16   3947    1355.1     32.1      14.9  SAME
 21.17   3947    1611.6     38.2       8.8  SAME
 21.18   3947    1355.7     32.1      14.9  SAME
 21.19   3947    1355.1     32.1      14.9  SAME
 21.19   3947    1355.4     32.1      14.9  SAME
 21.20   3947    1610.2     38.1       8.9  SAME
 21.21   3947    1355.3     32.1      14.9  SAME
 21.22   3947    1355.1     32.1      14.9  SAME
 21.22   3947    1355.9     32.1      14.9  SAME
 21.23   3947    1355.1     32.1      14.9  SAME
 21.24   3947    1606.1     38.0       9.0  SAME
 21.25   3947    1355.6     32.1      14.9  SAME
 21.25   3947    1355.2     32.1      14.9  SAME
 21.26   3947    1355.6     32.1      14.9  SAME
 21.27   3947    1616.6     38.3       8.7  SAME
 21.28   3947    1355.2     32.1      14.9  SAME
 21.29   3947    1355.6     32.1      14.9  SAME
 21.29   3947    1355.2     32.1      14.9  SAME
 21.30   3947    1602.1     37.9       9.1  SAME
 21.31   3947    1355.1     32.1      14.9  SAME
 21.32   3947    1355.3     32.1      14.9  SAME
 21.32   3947    1355.6     32.1      14.9  SAME
 21.33   3947    1606.7     38.1       8.9  SAME
 21.34   3947    1612.8     38.2       8.8  SAME
 21.35   3947    1355.1     32.1      14.9  SAME
 21.35   3947    1355.1     32.1      14.9  SAME
 21.36   3947    1355.8     32.1      14.9  SAME
 21.37   3947    1617.6     38.3       8.7  SAME
 21.38   3947    1355.4     32.1      14.9  SAME
 21.38   3947    1355.1     32.1      14.9  SAME
 21.39   3947    1355.7     32.1      14.9  SAME
 21.40   3947    1602.6     38.0       9.0  SAME
 21.41   3947    1355.1     32.1      14.9  SAME
 21.41   3947    1355.4     32.1      14.9  SAME
 21.42   3947    1355.3     32.1      14.9  SAME
 21.43   3947    1607.6     38.1       8.9  SAME
 21.44   3947    1613.1     38.2       8.8  SAME
 21.44   3947    1355.1     32.1      14.9  SAME
 21.45   3947    1355.1     32.1      14.9  SAME
 21.46   3947    1355.2     32.1      14.9  SAME
 21.47   3947    1604.2     38.0       9.0  SAME
 21.48   3947    1355.2     32.1      14.9  SAME
 21.48   3947    1355.1     32.1      14.9  SAME
 21.49   3947    1355.4     32.1      14.9  SAME
 21.50   3947    1609.1     38.1       8.9  SAME
 21.51   3947    1355.1     32.1      14.9  SAME
 21.51   3947    1355.5     32.1      14.9  SAME
 21.52   3947    1355.6     32.1      14.9  SAME
 21.53   3947    1614.1     38.2       8.8  SAME
 21.54   3947    1355.1     32.1      14.9  SAME
 21.54   3947    1355.1     32.1      14.9  SAME
 21.55   3947    1355.2     32.1      14.9  SAME
 21.56   3947    1355.2     32.1      14.9  SAME
 21.57   3947    1610.1     38.1       8.9  SAME
 21.57   3947    1355.2     32.1      14.9  SAME
 21.58   3947    1356.2     32.1      14.9  SAME
 21.59   3947    1355.1     32.1      14.9  SAME
 21.60   3947    1609.2     38.1       8.9  SAME
 21.60   3947    1355.2     32.1      14.9  SAME
 21.61   3947    1355.2     32.1      14.9  SAME
 21.62   3947    1355.2     32.1      14.9  SAME
 21.63   3947    1599.6     37.9       9.1  SAME
 21.63   3947    1360.5     32.2      14.8  SAME
 21.64   3947    1355.2     32.1      14.9  SAME
 21.65   3947    1355.1     32.1      14.9  SAME
 21.66   3947    1355.2     32.1      14.9  SAME
 21.67   3947    1609.7     38.1       8.9  SAME
 21.67   3947    1355.1     32.1      14.9  SAME
 21.68   3947    1355.1     32.1      14.9  SAME
 21.69   3947    1355.2     32.1      14.9  SAME
 21.70   3947    1600.8     37.9       9.1  SAME
 21.70   3947    1355.8     32.1      14.9  SAME
 21.71   3947    1356.1     32.1      14.9  SAME
 21.72   3947    1355.1     32.1      14.9  SAME
 21.73   3947    1599.7     37.9       9.1  SAME
 21.73   3947    1355.7     32.1      14.9  SAME
 21.74   3947    1355.2     32.1      14.9  SAME
 21.75   3947    1355.1     32.1      14.9  SAME
 21.76   3947    1355.7     32.1      14.9  SAME
 21.76   3947    1615.8     38.3       8.7  SAME
 21.77   3947    1355.2     32.1      14.9  SAME
 21.78   3947    1355.1     32.1      14.9  SAME
 21.79   3947    1355.3     32.1      14.9  SAME
 21.79   3947    1600.7     37.9       9.1  SAME
 21.80   3947    1355.1     32.1      14.9  SAME
 21.81   3947    1355.2     32.1      14.9  SAME
 21.82   3947    1355.1     32.1      14.9  SAME
 21.82   3947    1605.6     38.0       9.0  SAME
 21.83   3947    1355.2     32.1      14.9  SAME
 21.84   3947    1355.1     32.1      14.9  SAME
 21.85   3947    1355.1     32.1      14.9  SAME
 21.86   3947    1610.6     38.1       8.9  SAME
 21.86   3947    1602.1     37.9       9.1  SAME
 21.87   3947    1355.1     32.1      14.9  SAME
 21.88   3947    1355.1     32.1      14.9  SAME
 21.89   3947    1355.7     32.1      14.9  SAME
 21.89   3947    1607.2     38.1       8.9  SAME
 21.90   3947    1355.2     32.1      14.9  SAME
 21.91   3947    1355.1     32.1      14.9  SAME
 21.92   3947    1355.1     32.1      14.9  SAME
 21.92   3947    1606.1     38.0       9.0  SAME
 21.93   3947    1355.1     32.1      14.9  SAME
 21.94   3947    1355.1     32.1      14.9  SAME
 21.95   3947    1356.2     32.1      14.9  SAME
 21.95   3947    1611.1     38.2       8.8  SAME
 21.96   3947    1608.6     38.1       8.9  SAME
 21.97   3947    1355.1     32.1      14.9  SAME
 21.98   3947    1355.1     32.1      14.9  SAME
 21.98   3947    1355.2     32.1      14.9  SAME
 21.99   3947    1607.7     38.1       8.9  SAME
 22.00   3947    1355.7     32.1      14.9  SAME
 22.01   3947    1355.1     32.1      14.9  SAME
 22.01   3947    1355.1     32.1      14.9  SAME
 22.02   3947    1612.8     38.2       8.8  SAME
 22.03   3947    1355.1     32.1      14.9  SAME
 22.04   3947    1355.1     32.1      14.9  SAME
 22.05   3947    1355.8     32.1      14.9  SAME
 22.05   3947    1617.6     38.3       8.7  SAME
 22.06   3947    1355.2     32.1      14.9  SAME
 22.07   3947    1355.2     32.1      14.9  SAME
 22.08   3947    1355.7     32.1      14.9  SAME
 22.08   3947    1355.2     32.1      14.9  SAME
 22.09   3947    1613.6     38.2       8.8  SAME
 22.10   3947    1355.4     32.1      14.9  SAME
 22.11   3947    1355.3     32.1      14.9  SAME
 22.11   3947    1355.2     32.1      14.9  SAME
 22.12   3947    1612.7     38.2       8.8  SAME
 22.13   3947    1355.1     32.1      14.9  SAME
 22.14   3947    1355.1     32.1      14.9  SAME
 22.14   3947    1355.1     32.1      14.9  SAME
 22.15   3947    1603.6     38.0       9.0  SAME
 22.16   3947    1355.1     32.1      14.9  SAME
 22.17   3947    1355.1     32.1      14.9  SAME
 22.17   3947    1355.2     32.1      14.9  SAME
 22.18   3947    1355.1     32.1      14.9  SAME
 22.19   3947    1599.7     37.9       9.1  SAME
 22.20   3947    1355.1     32.1      14.9  SAME
 22.20   3947    1355.2     32.1      14.9  SAME
 22.21   3947    1355.1     32.1      14.9  SAME
 22.22   3947    1604.2     38.0       9.0  SAME
 22.23   3947    1355.1     32.1      14.9  SAME
 22.24   3947    1355.1     32.1      14.9  SAME
 22.24   3947    1355.1     32.1      14.9  SAME
 22.25   3947    1609.2     38.1       8.9  SAME
 22.26   3947    1355.1     32.1      14.9  SAME
 22.27   3947    1355.4     32.1      14.9  SAME
 22.27   3947    1355.1     32.1      14.9  SAME
 22.28   3947    1355.1     32.1      14.9  SAME
 22.29   3947    1605.2     38.0       9.0  SAME
 22.30   3947    1355.1     32.1      14.9  SAME
 22.30   3947    1355.2     32.1      14.9  SAME
 22.31   3947    1355.3     32.1      14.9  SAME
 22.32   3947    1604.6     38.0       9.0  SAME
 22.33   3947    1355.1     32.1      14.9  SAME
 22.33   3947    1355.6     32.1      14.9  SAME
 22.34   3947    1355.1     32.1      14.9  SAME
 22.35   3947    1609.1     38.1       8.9  SAME
 22.36   3947    1355.1     32.1      14.9  SAME
 22.36   3947    1355.8     32.1      14.9  SAME
 22.37   3947    1355.6     32.1      14.9  SAME
 22.38   3947    1600.1     37.9       9.1  SAME
 22.39   3947    1605.6     38.0       9.0  SAME
 22.39   3947    1355.9     32.1      14.9  SAME
 22.40   3947    1355.1     32.1      14.9  SAME
 22.41   3947    1355.9     32.1      14.9  SAME
 22.42   3947    1610.7     38.1       8.9  SAME
 22.43   3947    1355.2     32.1      14.9  SAME
 22.43   3947    1355.1     32.1      14.9  SAME
 22.44   3947    1355.7     32.1      14.9  SAME
 22.45   3947    1615.8     38.3       8.7  SAME
 22.46   3947    1355.2     32.1      14.9  SAME
 22.46   3947    1355.3     32.1      14.9  SAME
 22.47   3947    1355.3     32.1      14.9  SAME
 22.48   3947    1600.7     37.9       9.1  SAME
 22.49   3947    1612.6     38.2       8.8  SAME
 22.49   3947    1355.6     32.1      14.9  SAME
 22.50   3947    1355.1     32.1      14.9  SAME
 22.51   3947    1355.1     32.1      14.9  SAME
 22.52   3947    1611.2     38.2       8.8  SAME
 22.52   3947    1355.1     32.1      14.9  SAME
 22.53   3947    1355.1     32.1      14.9  SAME
 22.54   3947    1355.1     32.1      14.9  SAME
 22.55   3947    1602.2     37.9       9.1  SAME
 22.55   3947    1355.2     32.1      14.9  SAME
 22.56   3947    1355.2     32.1      14.9  SAME
 22.57   3947    1355.1     32.1      14.9  SAME
 22.58   3947    1607.2     38.1       8.9  SAME
 22.58   3947    1355.2     32.1      14.9  SAME
 22.59   3947    1355.1     32.1      14.9  SAME
 22.60   3947    1355.1     32.1      14.9  SAME
 22.61   3947    1360.5     32.2      14.8  SAME
 22.62   3947    1603.2     38.0       9.0  SAME
 22.62   3947    1355.1     32.1      14.9  SAME
 22.63   3947    1356.2     32.1      14.9  SAME
 22.64   3947    1355.1     32.1      14.9  SAME
 22.65   3947    1608.1     38.1       8.9  SAME
 22.65   3947    1355.6     32.1      14.9  SAME
 22.66   3947    1355.3     32.1      14.9  SAME
 22.67   3947    1355.1     32.1      14.9  SAME
 22.68   3947    1607.1     38.1       8.9  SAME
 22.68   3947    1355.2     32.1      14.9  SAME
 22.69   3947    1355.5     32.1      14.9  SAME
 22.70   3947    1355.1     32.1      14.9  SAME
 22.71   3947    1355.8     32.1      14.9  SAME
 22.71   3947    1603.2     38.0       9.0  SAME
 22.72   3947    1355.1     32.1      14.9  SAME
 22.73   3947    1355.2     32.1      14.9  SAME
 22.74   3947    1355.3     32.1      14.9  SAME
 22.74   3947    1608.1     38.1       8.9  SAME
 22.75   3947    1356.1     32.1      14.9  SAME
 22.76   3947    1355.1     32.1      14.9  SAME
 22.77   3947    1355.2     32.1      14.9  SAME
 22.77   3947    1612.7     38.2       8.8  SAME
 22.78   3947    1355.7     32.1      14.9  SAME
 22.79   3947    1355.1     32.1      14.9  SAME
 22.80   3947    1355.6     32.1      14.9  SAME
 22.81   3947    1355.2     32.1      14.9  SAME
 22.81   3947    1608.8     38.1       8.9  SAME
 22.82   3947    1355.1     32.1      14.9  SAME
 22.83   3947    1355.3     32.1      14.9  SAME
 22.84   3947    1355.4     32.1      14.9  SAME
 22.84   3947    1614.2     38.2       8.8  SAME
 22.85   3947    1355.8     32.1      14.9  SAME
 22.86   3947    1355.1     32.1      14.9  SAME
 22.87   3947    1355.6     32.1      14.9  SAME
 22.87   3947    1612.8     38.2       8.8  SAME
 22.88   3947    1355.1     32.1      14.9  SAME
 22.89   3947    1355.1     32.1      14.9  SAME
 22.90   3947    1356.0     32.1      14.9  SAME
 22.90   3947    1603.6     38.0       9.0  SAME
 22.91   3947    1609.1     38.1       8.9  SAME
 22.92   3947    1355.2     32.1      14.9  SAME
 22.93   3947    1355.7     32.1      14.9  SAME
 22.93   3947    1355.2     32.1      14.9  SAME
 22.94   3947    1600.2     37.9       9.1  SAME
 22.95   3947    1355.2     32.1      14.9  SAME
 22.96   3947    1355.1     32.1      14.9  SAME
 22.96   3947    1355.1     32.1      14.9  SAME
 22.97   3947    1605.2     38.0       9.0  SAME
 22.98   3947    1355.1     32.1      14.9  SAME
 22.99   3947    1355.2     32.1      14.9  SAME
 23.00   3947    1355.3     32.1      14.9  SAME
 23.00   3947    1604.2     38.0       9.0  SAME
 23.01   3947    1602.1     37.9       9.1  SAME
 23.02   3947    1355.1     32.1      14.9  SAME
 23.03   3947    1355.2     32.1      14.9  SAME
 23.03   3947    1355.5     32.1      14.9  SAME
 23.04   3947    1601.2     37.9       9.1  SAME
 23.05   3947    1355.1     32.1      14.9  SAME
 23.06   3947    1355.2     32.1      14.9  SAME
 23.06   3947    1355.1     32.1      14.9  SAME
 23.07   3947    1605.8     38.0       9.0  SAME
 23.08   3947    1356.1     32.1      14.9  SAME
 23.09   3947    1355.1     32.1      14.9  SAME
 23.09   3947    1360.6     32.2      14.8  SAME
 23.10   3947    1610.7     38.1       8.9  SAME
 23.11   3947    1355.2     32.1      14.9  SAME
 23.12   3947    1355.1     32.1      14.9  SAME
 23.12   3947    1355.7     32.1      14.9  SAME
 23.13   3947    1355.1     32.1      14.9  SAME
 23.14   3947    1606.8     38.1       8.9  SAME
 23.15   3947    1355.3     32.1      14.9  SAME
 23.15   3947    1355.3     32.1      14.9  SAME
 23.16   3947    1355.1     32.1      14.9  SAME
 23.17   3947    1612.2     38.2       8.8  SAME
 23.18   3947    1355.2     32.1      14.9  SAME
 23.19   3947    1355.1     32.1      14.9  SAME
 23.19   3947    1355.8     32.1      14.9  SAME
 23.20   3947    1610.6     38.1       8.9  SAME
 23.21   3947    1355.1     32.1      14.9  SAME
 23.22   3947    1355.1     32.1      14.9  SAME
 23.22   3947    1355.1     32.1      14.9  SAME
 23.23   3947    1355.1     32.1      14.9  SAME
 23.24   3947    1606.7     38.1       8.9  SAME
 23.25   3947    1355.7     32.1      14.9  SAME
 23.25   3947    1355.4     32.1      14.9  SAME
 23.26   3947    1355.1     32.1      14.9  SAME
 23.27   3947    1611.6     38.2       8.8  SAME
 23.28   3947    1355.1     32.1      14.9  SAME
 23.28   3947    1355.2     32.1      14.9  SAME
 23.29   3947    1355.6     32.1      14.9  SAME
 23.30   3947    1602.6     38.0       9.0  SAME
 23.31   3947    1355.1     32.1      14.9  SAME
 23.31   3947    1355.5     32.1      14.9  SAME
 23.32   3947    1355.1     32.1      14.9  SAME
 23.33   3947    1601.1     37.9       9.1  SAME
 23.34   3947    1613.1     38.2       8.8  SAME
 23.34   3947    1355.2     32.1      14.9  SAME
 23.35   3947    1355.2     32.1      14.9  SAME
 23.36   3947    1355.1     32.1      14.9  SAME
 23.37   3947    1618.1     38.3       8.7  SAME
 23.38   3947    1355.5     32.1      14.9  SAME
 23.38   3947    1355.1     32.1      14.9  SAME
 23.39   3947    1355.8     32.1      14.9  SAME
 23.40   3947    1603.2     38.0       9.0  SAME
 23.41   3947    1355.6     32.1      14.9  SAME
 23.41   3947    1355.1     32.1      14.9  SAME
 23.42   3947    1355.2     32.1      14.9  SAME
 23.43   3947    1608.2     38.1       8.9  SAME
 23.44   3947    1599.6     37.9       9.1  SAME
 23.44   3947    1355.6     32.1      14.9  SAME
 23.45   3947    1355.1     32.1      14.9  SAME
 23.46   3947    1355.1     32.1      14.9  SAME
 23.47   3947    1604.6     38.0       9.0  SAME
 23.47   3947    1355.2     32.1      14.9  SAME
 23.48   3947    1355.1     32.1      14.9  SAME
 23.49   3947    1355.2     32.1      14.9  SAME
 23.50   3947    1609.6     38.1       8.9  SAME
 23.50   3947    1355.1     32.1      14.9  SAME
 23.51   3947    1355.9     32.1      14.9  SAME
 23.52   3947    1355.3     32.1      14.9  SAME
 23.53   3947    1608.6     38.1       8.9  SAME
 23.53   3947    1606.1     38.0       9.0  SAME
 23.54   3947    1355.3     32.1      14.9  SAME
 23.55   3947    1355.1     32.1      14.9  SAME
 23.56   3947    1356.1     32.1      14.9  SAME
 23.57   3947    1611.1     38.2       8.8  SAME
 23.57   3947    1355.4     32.1      14.9  SAME
 23.58   3947    1360.6     32.2      14.8  SAME
 23.59   3947    1355.1     32.1      14.9  SAME
 23.60   3947    1610.2     38.1       8.9  SAME
 23.60   3947    1355.2     32.1      14.9  SAME
 23.61   3947    1355.2     32.1      14.9  SAME
 23.62   3947    1355.1     32.1      14.9  SAME
 23.63   3947    1601.2     37.9       9.1  SAME
 23.63   3947    1355.6     32.1      14.9  SAME
 23.64   3947    1355.1     32.1      14.9  SAME
 23.65   3947    1355.2     32.1      14.9  SAME
 23.66   3947    1356.1     32.1      14.9  SAME
 23.66   3947    1611.1     38.2       8.8  SAME
 23.67   3947    1355.6     32.1      14.9  SAME
 23.68   3947    1355.6     32.1      14.9  SAME
 23.69   3947    1355.2     32.1      14.9  SAME
 23.69   3947    1602.1     37.9       9.1  SAME
 23.70   3947    1355.1     32.1      14.9  SAME
 23.71   3947    1355.2     32.1      14.9  SAME
 23.72   3947    1355.5     32.1      14.9  SAME
 23.72   3947    1601.2     37.9       9.1  SAME
 23.73   3947    1355.2     32.1      14.9  SAME
 23.74   3947    1355.1     32.1      14.9  SAME
 23.75   3947    1355.6     32.1      14.9  SAME
 23.76   3947    1355.1     32.1      14.9  SAME
 23.76   3947    1616.6     38.3       8.7  SAME
 23.77   3947    1355.1     32.1      14.9  SAME
 23.78   3947    1355.6     32.1      14.9  SAME
 23.79   3947    1355.1     32.1      14.9  SAME
 23.79   3947    1601.7     37.9       9.1  SAME
 23.80   3947    1355.1     32.1      14.9  SAME
 23.81   3947    1355.6     32.1      14.9  SAME
 23.82   3947    1355.1     32.1      14.9  SAME
 23.82   3947    1606.6     38.1       8.9  SAME
 23.83   3947    1355.2     32.1      14.9  SAME
 23.84   3947    1355.2     32.1      14.9  SAME
 23.85   3947    1355.1     32.1      14.9  SAME
 23.85   3947    1611.6     38.2       8.8  SAME
 23.86   3947    1603.8     38.0       9.0  SAME
 23.87   3947    1355.1     32.1      14.9  SAME
 23.88   3947    1355.1     32.1      14.9  SAME
 23.88   3947    1355.6     32.1      14.9  SAME
 23.89   3947    1608.1     38.1       8.9  SAME
 23.90   3947    1356.1     32.1      14.9  SAME
 23.91   3947    1355.1     32.1      14.9  SAME
 23.91   3947    1355.2     32.1      14.9  SAME
 23.92   3947    1607.1     38.1       8.9  SAME
 23.93   3947    1355.1     32.1      14.9  SAME
 23.94   3947    1355.3     32.1      14.9  SAME
 23.95   3947    1355.2     32.1      14.9  SAME
 23.95   3947    1612.1     38.2       8.8  SAME
 23.96   3947    1610.2     38.1       8.9  SAME
 23.97   3947    1355.2     32.1      14.9  SAME
 23.98   3947    1355.6     32.1      14.9  SAME
 23.98   3947    1355.1     32.1      14.9  SAME
 23.99   3947    1609.2     38.1       8.9  SAME
 24.00   3947    1355.1     32.1      14.9  SAME
 24.01   3947    1355.6     32.1      14.9  SAME
 24.01   3947    1355.6     32.1      14.9  SAME
 24.02   3947    1599.6     37.9       9.1  SAME
 24.03   3947    1355.1     32.1      14.9  SAME
 24.04   3947    1355.2     32.1      14.9  SAME
 24.04   3947    1355.1     32.1      14.9  SAME
 24.05   3947    1618.6     38.3       8.7  SAME
 24.06   3947    1355.2     32.1      14.9  SAME
 24.07   3947    1360.6     32.2      14.8  SAME
 24.07   3947    1355.2     32.1      14.9  SAME
 24.08   3947    1355.1     32.1      14.9  SAME
 24.09   3947    1614.6     38.2       8.8  SAME
 24.10   3947    1355.6     32.1      14.9  SAME
 24.10   3947    1355.9     32.1      14.9  SAME
 24.11   3947    1355.1     32.1      14.9  SAME
 24.12   3947    1599.7     37.9       9.1  SAME
 24.13   3947    1355.7     32.1      14.9  SAME
 24.14   3947    1355.2     32.1      14.9  SAME
 24.14   3947    1355.1     32.1      14.9  SAME
 24.15   3947    1604.6     38.0       9.0  SAME
 24.16   3947    1355.2     32.1      14.9  SAME
 24.17   3947    1355.1     32.1      14.9  SAME
 24.17   3947    1355.2     32.1      14.9  SAME
 24.18   3947    1355.2     32.1      14.9  SAME
 24.19   3947    1600.6     37.9       9.1  SAME
 24.20   3947    1355.9     32.1      14.9  SAME
 24.20   3947    1355.3     32.1      14.9  SAME
 24.21   3947    1355.2     32.1      14.9  SAME
 24.22   3947    1605.6     38.0       9.0  SAME
 24.23   3947    1355.2     32.1      14.9  SAME
 24.23   3947    1355.2     32.1      14.9  SAME
 24.24   3947    1355.1     32.1      14.9  SAME
 24.25   3947    1610.6     38.1       8.9  SAME
 24.26   3947    1355.2     32.1      14.9  SAME
 24.26   3947    1355.2     32.1      14.9  SAME
 24.27   3947    1355.6     32.1      14.9  SAME
 24.28   3947    1355.2     32.1      14.9  SAME
 24.29   3947    1606.6     38.1       8.9  SAME
 24.29   3947    1355.7     32.1      14.9  SAME
 24.30   3947    1355.2     32.1      14.9  SAME
 24.31   3947    1355.1     32.1      14.9  SAME
 24.32   3947    1605.2     38.0       9.0  SAME
 24.33   3947    1355.1     32.1      14.9  SAME
 24.33   3947    1355.1     32.1      14.9  SAME
 24.34   3947    1355.5     32.1      14.9  SAME
 24.35   3947    1610.1     38.1       8.9  SAME
 24.36   3947    1355.1     32.1      14.9  SAME
 24.36   3947    1355.1     32.1      14.9  SAME
 24.37   3947    1355.6     32.1      14.9  SAME
 24.38   3947    1615.1     38.3       8.7  SAME
 24.39   3947    1607.2     38.1       8.9  SAME
 24.39   3947    1355.2     32.1      14.9  SAME
 24.40   3947    1355.4     32.1      14.9  SAME
 24.41   3947    1355.1     32.1      14.9  SAME
 24.42   3947    1612.1     38.2       8.8  SAME
 24.42   3947    1355.1     32.1      14.9  SAME
 24.43   3947    1355.6     32.1      14.9  SAME
 24.44   3947    1355.1     32.1      14.9  SAME
 24.45   3947    1616.6     38.3       8.7  SAME
 24.45   3947    1355.1     32.1      14.9  SAME
 24.46   3947    1355.6     32.1      14.9  SAME
 24.47   3947    1355.1     32.1      14.9  SAME
 24.48   3947    1601.6     37.9       9.1  SAME
 24.48   3947    1613.8     38.2       8.8  SAME
 24.49   3947    1355.6     32.1      14.9  SAME
 24.50   3947    1355.2     32.1      14.9  SAME
 24.51   3947    1355.1     32.1      14.9  SAME
 24.52   3947    1612.7     38.2       8.8  SAME
 24.52   3947    1355.9     32.1      14.9  SAME
 24.53   3947    1355.1     32.1      14.9  SAME
 24.54   3947    1355.9     32.1      14.9  SAME
 24.55   3947    1603.6     38.0       9.0  SAME
 24.55   3947    1361.0     32.2      14.8  SAME
 24.56   3947    1355.1     32.1      14.9  SAME
 24.57   3947    1355.2     32.1      14.9  SAME
 24.58   3947    1608.6     38.1       8.9  SAME
 24.58   3947    1356.1     32.1      14.9  SAME
 24.59   3947    1355.1     32.1      14.9  SAME
 24.60   3947    1355.2     32.1      14.9  SAME
 24.61   3947    1355.2     32.1      14.9  SAME
 24.61   3947    1604.1     38.0       9.0  SAME
 24.62   3947    1355.3     32.1      14.9  SAME
 24.63   3947    1355.2     32.1      14.9  SAME
 24.64   3947    1355.7     32.1      14.9  SAME
 24.64   3947    1603.2     38.0       9.0  SAME
 24.65   3947    1355.1     32.1      14.9  SAME
 24.66   3947    1355.2     32.1      14.9  SAME
 24.67   3947    1355.1     32.1      14.9  SAME
 24.67   3947    1608.1     38.1       8.9  SAME
 24.68   3947    1356.1     32.1      14.9  SAME
 24.69   3947    1355.1     32.1      14.9  SAME
 24.70   3947    1355.1     32.1      14.9  SAME
 24.71   3947    1355.1     32.1      14.9  SAME
 24.71   3947    1604.2     38.0       9.0  SAME
 24.72   3947    1355.2     32.1      14.9  SAME
 24.73   3947    1355.1     32.1      14.9  SAME
 24.74   3947    1355.2     32.1      14.9  SAME
 24.74   3947    1609.1     38.1       8.9  SAME
 24.75   3947    1355.1     32.1      14.9  SAME
 24.76   3947    1355.8     32.1      14.9  SAME
 24.77   3947    1355.6     32.1      14.9  SAME
 24.77   3947    1614.1     38.2       8.8  SAME
 24.78   3947    1355.1     32.1      14.9  SAME
 24.79   3947    1355.5     32.1      14.9  SAME
 24.80   3947    1355.2     32.1      14.9  SAME
 24.80   3947    1355.2     32.1      14.9  SAME
 24.81   3947    1610.1     38.1       8.9  SAME
 24.82   3947    1355.2     32.1      14.9  SAME
 24.83   3947    1356.2     32.1      14.9  SAME
 24.83   3947    1355.1     32.1      14.9  SAME
 24.84   3947    1609.2     38.1       8.9  SAME
 24.85   3947    1355.6     32.1      14.9  SAME
 24.86   3947    1355.2     32.1      14.9  SAME
 24.86   3947    1355.2     32.1      14.9  SAME
 24.87   3947    1599.6     37.9       9.1  SAME
 24.88   3947    1355.2     32.1      14.9  SAME
 24.89   3947    1355.2     32.1      14.9  SAME
 24.90   3947    1355.1     32.1      14.9  SAME
 24.90   3947    1604.6     38.0       9.0  SAME
 24.91   3947    1610.6     38.1       8.9  SAME
 24.92   3947    1355.1     32.1      14.9  SAME
 24.93   3947    1355.7     32.1      14.9  SAME
 24.93   3947    1356.2     32.1      14.9  SAME
 24.94   3947    1601.6     37.9       9.1  SAME
 24.95   3947    1355.2     32.1      14.9  SAME
 24.96   3947    1355.6     32.1      14.9  SAME
 24.96   3947    1355.2     32.1      14.9  SAME
