Timing Analysis: wokwi-logic.vcd
Total measurements: 4680

Time(s)    RPM   Delay(μs)  Delay(°)  Advance(°)  Mode
 29.68   4918    1119.1     33.0      14.0  SAME
 29.68   4918    1119.7     33.0      14.0  SAME
 29.69   4918    1387.8     41.0       6.0  SAME
 29.70   4918    1119.1     33.0      14.0  SAME
 29.70   4918    1119.7     33.0      14.0  SAME
 29.71   4918    1119.7     33.0      14.0  SAME
 29.72   4918    1119.2     33.0      14.0  SAME
 29.72   4918    1383.7     40.8       6.2  SAME
 29.73   4918    1119.1     33.0      14.0  SAME
 29.73   4918    1119.1     33.0      14.0  SAME
 29.74   4918    1120.1     33.1      13.9  SAME
 29.75   4918    1119.3     33.0      14.0  SAME
 29.75   4918    1119.1     33.0      14.0  SAME
 29.76   4918    1388.1     41.0       6.0  SAME
 29.76   4918    1119.6     33.0      14.0  SAME
 29.77   4918    1119.1     33.0      14.0  SAME
 29.78   4918    1119.1     33.0      14.0  SAME
 29.78   4918    1119.1     33.0      14.0  SAME
 29.79   4918    1385.1     40.9       6.1  SAME
 29.79   4918    1119.7     33.0      14.0  SAME
 29.80   4918    1119.1     33.0      14.0  SAME
 29.81   4918    1119.1     33.0      14.0  SAME
 29.81   4918    1119.2     33.0      14.0  SAME
 29.82   4918    1381.6     40.8       6.2  SAME
 29.83   4918    1119.2     33.0      14.0  SAME
 29.83   4918    1119.1     33.0      14.0  SAME
 29.84   4918    1119.3     33.0      14.0  SAME
 29.84   4918    1119.6     33.0      14.0  SAME
 29.85   4918    1119.2     33.0      14.0  SAME
 29.86   4918    1391.6     41.1       5.9  SAME
 29.86   4918    1119.8     33.0      14.0  SAME
 29.87   4918    1119.3     33.0      14.0  SAME
 29.87   4918    1119.1     33.0      14.0  SAME
 29.88   4918    1119.3     33.0      14.0  SAME
 29.89   4918    1382.8     40.8       6.2  SAME
 29.89   4918    1119.2     33.0      14.0  SAME
 29.90   4918    1119.1     33.0      14.0  SAME
 29.90   4918    1119.1     33.0      14.0  SAME
 29.91   4918    1119.6     33.0      14.0  SAME
 29.92   4918    1379.6     40.7       6.3  SAME
 29.92   4918    1380.3     40.7       6.3  SAME
 29.93   4918    1119.1     33.0      14.0  SAME
 29.94   4918    1119.2     33.0      14.0  SAME
 29.94   4918    1119.1     33.0      14.0  SAME
 29.95   4918    1119.1     33.0      14.0  SAME
 29.95   4918    1377.3     40.6       6.4  SAME
 29.96   4918    1120.1     33.1      13.9  SAME
 29.97   4918    1119.2     33.0      14.0  SAME
 29.97   4918    1119.2     33.0      14.0  SAME
 29.98   4918    1119.6     33.0      14.0  SAME
 29.98   4918    1387.2     40.9       6.1  SAME
 29.99   4918    1119.2     33.0      14.0  SAME
 30.00   4918    1120.9     33.1      13.9  SAME
 30.00   4918    1119.1     33.0      14.0  SAME
 30.01   4918    1119.3     33.0      14.0  SAME
 30.01   4918    1119.7     33.0      14.0  SAME
 30.02   4918    1377.6     40.7       6.3  SAME
 30.03   4918    1119.2     33.0      14.0  SAME
 30.03   4918    1119.1     33.0      14.0  SAME
 30.04   4918    7219.2    213.0    -166.0  SAME
 30.04   4918    1119.2     33.0      14.0  SAME
 30.05   4918    1379.6     40.7       6.3  SAME
 30.06   4918    1119.1     33.0      14.0  SAME
 30.06   4918    1119.1     33.0      14.0  SAME
 30.07   4918    1119.4     33.0      14.0  SAME
 30.08   4918    1119.1     33.0      14.0  SAME
 30.08   4918    1376.7     40.6       6.4  SAME
 30.09   4918    1119.1     33.0      14.0  SAME
 30.09   4918    1119.4     33.0      14.0  SAME
 30.10   4918    1119.1     33.0      14.0  SAME
 30.11   5769     973.2     33.7      13.3  SAME
 30.11   5882     961.7     33.9      13.1  SAME
 30.12   5882    1228.7     43.4       3.6  SAME
 30.12   5882     963.1     34.0      13.0  SAME
 30.13   5882     963.1     34.0      13.0  SAME
 30.13   5882     963.6     34.0      13.0  SAME
 30.14   5882     963.6     34.0      13.0  SAME
 30.14   5882     963.6     34.0      13.0  SAME
 30.15   5882    1224.6     43.2       3.8  SAME
 30.15   5882    1223.1     43.2       3.8  SAME
 30.16   5882     964.7     34.0      13.0  SAME
 30.16   5882     963.8     34.0      13.0  SAME
 30.17   5882     963.8     34.0      13.0  SAME
 30.17   5882     963.8     34.0      13.0  SAME
 30.18   5882     963.6     34.0      13.0  SAME
 30.18   5882    1240.6     43.8       3.2  SAME
 30.19   5882     964.1     34.0      13.0  SAME
 30.19   5882     963.6     34.0      13.0  SAME
 30.20   5882     963.7     34.0      13.0  SAME
 30.20   5882     963.8     34.0      13.0  SAME
 30.21   5882     963.6     34.0      13.0  SAME
 30.21   5882    1235.1     43.6       3.4  SAME
 30.22   5882     963.8     34.0      13.0  SAME
 30.22   5882     963.6     34.0      13.0  SAME
 30.23   5882     963.6     34.0      13.0  SAME
 30.23   5882     963.8     34.0      13.0  SAME
 30.24   5882     963.6     34.0      13.0  SAME
 30.24   5882     963.7     34.0      13.0  SAME
 30.25   5882    1224.6     43.2       3.8  SAME
 30.25   5882     964.2     34.0      13.0  SAME
 30.26   5882     963.9     34.0      13.0  SAME
 30.26   5882     964.1     34.0      13.0  SAME
 30.27   5882     963.6     34.0      13.0  SAME
 30.27   5882     963.7     34.0      13.0  SAME
 30.28   5882    1233.1     43.5       3.5  SAME
 30.28   5882     964.0     34.0      13.0  SAME
 30.29   5882     963.6     34.0      13.0  SAME
 30.29   5882     963.6     34.0      13.0  SAME
 30.30   5882     963.6     34.0      13.0  SAME
 30.30   5882     963.7     34.0      13.0  SAME
 30.31   5882     963.7     34.0      13.0  SAME
 30.31   5882    1229.1     43.4       3.6  SAME
 30.32   5882     963.6     34.0      13.0  SAME
 30.32   5882     963.6     34.0      13.0  SAME
 30.33   5882     963.7     34.0      13.0  SAME
 30.33   5882     963.8     34.0      13.0  SAME
 30.34   5882     964.2     34.0      13.0  SAME
 30.34   5882    1223.2     43.2       3.8  SAME
 30.35   5882     963.7     34.0      13.0  SAME
 30.35   5882     963.6     34.0      13.0  SAME
 30.36   5882     963.8     34.0      13.0  SAME
 30.37   5882     963.8     34.0      13.0  SAME
 30.37   5882     963.6     34.0      13.0  SAME
 30.38   5882    1231.7     43.5       3.5  SAME
 30.38   5882    1233.6     43.5       3.5  SAME
 30.39   5882     963.6     34.0      13.0  SAME
 30.39   5882     963.7     34.0      13.0  SAME
 30.40   5882     963.6     34.0      13.0  SAME
 30.40   5882     963.8     34.0      13.0  SAME
 30.41   5882     963.6     34.0      13.0  SAME
 30.41   5882    1228.2     43.4       3.6  SAME
 30.42   5882     963.6     34.0      13.0  SAME
 30.42   5882     963.6     34.0      13.0  SAME
 30.43   5882     963.7     34.0      13.0  SAME
 30.43   5882     963.8     34.0      13.0  SAME
 30.44   5882     964.2     34.0      13.0  SAME
 30.44   5882    1236.7     43.6       3.4  SAME
 30.45   5882     963.7     34.0      13.0  SAME
 30.45   5882     963.6     34.0      13.0  SAME
 30.46   5882     963.9     34.0      13.0  SAME
 30.46   5882     964.2     34.0      13.0  SAME
 30.47   5882     963.7     34.0      13.0  SAME
 30.47   5882     963.7     34.0      13.0  SAME
 30.48   5882    1232.1     43.5       3.5  SAME
 30.48   5882     963.9     34.0      13.0  SAME
 30.49   5882     964.2     34.0      13.0  SAME
 30.49   5882     963.6     34.0      13.0  SAME
 30.50   5882     963.6     34.0      13.0  SAME
 30.50   5882     963.8     34.0      13.0  SAME
 30.51   5882    1234.6     43.6       3.4  SAME
 30.51   5882     964.1     34.0      13.0  SAME
 30.52   5882     963.6     34.0      13.0  SAME
 30.52   5882     963.7     34.0      13.0  SAME
 30.53   5882     963.8     34.0      13.0  SAME
 30.53   5882     963.6     34.0      13.0  SAME
 30.54   5882     964.6     34.0      13.0  SAME
 30.54   5882    1230.1     43.4       3.6  SAME
 30.55   5882     963.7     34.0      13.0  SAME
 30.55   5882     963.6     34.0      13.0  SAME
 30.56   5882     963.9     34.0      13.0  SAME
 30.56   5882     963.6     34.0      13.0  SAME
 30.57   5882     963.7     34.0      13.0  SAME
 30.57   5882    1224.6     43.2       3.8  SAME
 30.58   5882     964.6     34.0      13.0  SAME
 30.58   5882     963.8     34.0      13.0  SAME
 30.59   5882     963.6     34.0      13.0  SAME
 30.59   5882     963.6     34.0      13.0  SAME
 30.60   5882     963.7     34.0      13.0  SAME
 30.60   5882    1233.1     43.5       3.5  SAME
 30.61   5882    1235.1     43.6       3.4  SAME
 30.61   5882     963.8     34.0      13.0  SAME
 30.62   5882     963.6     34.0      13.0  SAME
 30.63   5882     963.8     34.0      13.0  SAME
 30.63   5882     963.7     34.0      13.0  SAME
 30.64   5882     964.1     34.0      13.0  SAME
 30.64   5882    1229.6     43.4       3.6  SAME
 30.65   5882     963.6     34.0      13.0  SAME
 30.65   5882     964.1     34.0      13.0  SAME
 30.66   5882     964.1     34.0      13.0  SAME
 30.66   5882     963.6     34.0      13.0  SAME
 30.67   5882     964.1     34.0      13.0  SAME
 30.67   5882    1223.6     43.2       3.8  SAME
 30.68   5882     963.8     34.0      13.0  SAME
 30.68   5882     963.6     34.0      13.0  SAME
 30.69   5882     963.6     34.0      13.0  SAME
 30.69   5882     963.6     34.0      13.0  SAME
 30.70   5882     963.6     34.0      13.0  SAME
 30.70   5882     963.6     34.0      13.0  SAME
 30.71   5882    1233.6     43.5       3.5  SAME
 30.71   5882     964.2     34.0      13.0  SAME
 30.72   5882     963.6     34.0      13.0  SAME
 30.72   5882     963.6     34.0      13.0  SAME
 30.73   5882     963.6     34.0      13.0  SAME
 30.73   5882     963.8     34.0      13.0  SAME
 30.74   5882    1228.2     43.4       3.6  SAME
 30.74   5882     963.6     34.0      13.0  SAME
 30.75   5882     963.6     34.0      13.0  SAME
 30.75   5882     963.8     34.0      13.0  SAME
 30.76   5882     963.7     34.0      13.0  SAME
 30.76   5882     963.6     34.0      13.0  SAME
 30.77   5882     963.7     34.0      13.0  SAME
 30.77   5882    1231.7     43.5       3.5  SAME
 30.78   5882     963.6     34.0      13.0  SAME
 30.78   5882     964.0     34.0      13.0  SAME
 30.79   5882     963.6     34.0      13.0  SAME
 30.79   5882     963.6     34.0      13.0  SAME
 30.80   5882     963.6     34.0      13.0  SAME
 30.80   5882    1226.2     43.3       3.7  SAME
 30.81   5882     963.9     34.0      13.0  SAME
 30.81   5882     964.2     34.0      13.0  SAME
 30.82   5882     963.6     34.0      13.0  SAME
 30.82   5882     963.6     34.0      13.0  SAME
 30.83   5882     963.8     34.0      13.0  SAME
 30.83   5882    1234.6     43.6       3.4  SAME
 30.84   5882    1222.6     43.2       3.8  SAME
 30.84   5882     963.6     34.0      13.0  SAME
 30.85   5882     963.9     34.0      13.0  SAME
 30.85   5882     964.1     34.0      13.0  SAME
 30.86   5882     964.1     34.0      13.0  SAME
 30.86   5882     963.6     34.0      13.0  SAME
 30.87   5882    1231.2     43.5       3.5  SAME
 30.88   5882     964.2     34.0      13.0  SAME
 30.88   5882     964.1     34.0      13.0  SAME
 30.89   5882     963.7     34.0      13.0  SAME
 30.89   5882     964.1     34.0      13.0  SAME
 30.90   5882     963.6     34.0      13.0  SAME
 30.90   5882    1225.6     43.3       3.7  SAME
 30.91   5882     963.7     34.0      13.0  SAME
 30.91   5882     964.3     34.0      13.0  SAME
 30.92   5882     964.1     34.0      13.0  SAME
 30.92   5882     963.8     34.0      13.0  SAME
 30.93   5882     963.6     34.0      13.0  SAME
 30.93   5882     963.6     34.0      13.0  SAME
 30.94   5882    1235.1     43.6       3.4  SAME
 30.94   5882     963.6     34.0      13.0  SAME
 30.95   5882     963.7     34.0      13.0  SAME
 30.95   5882     963.6     34.0      13.0  SAME
 30.96   5882     964.2     34.0      13.0  SAME
 30.96   5882     964.2     34.0      13.0  SAME
 30.97   5882    1229.6     43.4       3.6  SAME
 30.97   5882     963.6     34.0      13.0  SAME
 30.98   5882     964.1     34.0      13.0  SAME
 30.98   5882     964.1     34.0      13.0  SAME
 30.99   5882     963.6     34.0      13.0  SAME
 30.99   5882     963.6     34.0      13.0  SAME
 31.00   5882     963.7     34.0      13.0  SAME
 31.00   5882    1239.7     43.8       3.2  SAME
 31.01   5882     963.7     34.0      13.0  SAME
 31.01   5882     964.1     34.0      13.0  SAME
 31.02   5882     963.6     34.0      13.0  SAME
 31.02   5882     963.8     34.0      13.0  SAME
 31.03   5882     963.6     34.0      13.0  SAME
 31.03   5882    1228.1     43.3       3.7  SAME
 31.04   5882     964.1     34.0      13.0  SAME
 31.04   5882     963.8     34.0      13.0  SAME
 31.05   5882     963.6     34.0      13.0  SAME
 31.05   5882     963.6     34.0      13.0  SAME
 31.06   5882     963.8     34.0      13.0  SAME
 31.06   5882    1222.2     43.1       3.9  SAME
 31.07   5882    1224.2     43.2       3.8  SAME
 31.07   5882     963.6     34.0      13.0  SAME
 31.08   5882     964.1     34.0      13.0  SAME
 31.08   5882     963.7     34.0      13.0  SAME
 31.09   5882     963.6     34.0      13.0  SAME
 31.09   5882     963.6     34.0      13.0  SAME
 31.10   5882    1232.6     43.5       3.5  SAME
 31.10   5882     963.8     34.0      13.0  SAME
 31.11   5882     963.6     34.0      13.0  SAME
 31.11   5882     963.7     34.0      13.0  SAME
 31.12   5882     963.7     34.0      13.0  SAME
 31.12   5882     963.9     34.0      13.0  SAME
 31.13   5882    1227.2     43.3       3.7  SAME
 31.14   5882     963.7     34.0      13.0  SAME
 31.14   5882     963.8     34.0      13.0  SAME
 31.15   5882     963.6     34.0      13.0  SAME
 31.15   5882     963.6     34.0      13.0  SAME
 31.16   5882     964.1     34.0      13.0  SAME
 31.16   5882     963.8     34.0      13.0  SAME
 31.17   5882    1222.7     43.2       3.8  SAME
 31.17   5882     963.6     34.0      13.0  SAME
 31.18   5882     964.1     34.0      13.0  SAME
 31.18   5882     963.6     34.0      13.0  SAME
 31.19   5882     964.2     34.0      13.0  SAME
 31.19   5882     963.6     34.0      13.0  SAME
 31.20   5882    1231.1     43.5       3.5  SAME
 31.20   5882     968.9     34.2      12.8  SAME
 31.21   5882     964.2     34.0      13.0  SAME
 31.21   5882     963.6     34.0      13.0  SAME
 31.22   5882     967.7     34.2      12.8  SAME
 31.22   5882     963.4     34.0      13.0  SAME
 31.23   5882     963.6     34.0      13.0  SAME
 31.23   5882    1240.1     43.8       3.2  SAME
 31.24   5882     963.7     34.0      13.0  SAME
 31.24   5882     964.8     34.0      13.0  SAME
 31.25   5882     963.6     34.0      13.0  SAME
 31.25   5882     963.6     34.0      13.0  SAME
 31.26   5882     963.6     34.0      13.0  SAME
 31.26   5882    1231.6     43.5       3.5  SAME
 31.27   5882     963.6     34.0      13.0  SAME
 31.27   5882     963.7     34.0      13.0  SAME
 31.28   5882     964.8     34.1      12.9  SAME
 31.28   5882     964.1     34.0      13.0  SAME
 31.29   5882     963.6     34.0      13.0  SAME
 31.29   5882    1231.7     43.5       3.5  SAME
 31.30   5882    1233.2     43.5       3.5  SAME
 31.30   5882     963.8     34.0      13.0  SAME
 31.31   5882     963.6     34.0      13.0  SAME
 31.31   5882     964.2     34.0      13.0  SAME
 31.32   5882     963.6     34.0      13.0  SAME
 31.32   5882     963.6     34.0      13.0  SAME
 31.33   5882    1225.2     43.2       3.8  SAME
 31.33   5882     964.5     34.0      13.0  SAME
 31.34   5882     963.6     34.0      13.0  SAME
 31.34   5882     963.8     34.0      13.0  SAME
 31.35   5882     964.6     34.0      13.0  SAME
 31.35   5882     963.6     34.0      13.0  SAME
 31.36   5882    1230.6     43.4       3.6  SAME
 31.36   5882     963.8     34.0      13.0  SAME
 31.37   5882     963.7     34.0      13.0  SAME
 31.37   5882     964.1     34.0      13.0  SAME
 31.38   5882     963.7     34.0      13.0  SAME
 31.39   5882     963.8     34.0      13.0  SAME
 31.39   5882     964.1     34.0      13.0  SAME
 31.40   5882    1223.1     43.2       3.8  SAME
 31.40   5882     963.7     34.0      13.0  SAME
 31.41   5882     963.9     34.0      13.0  SAME
 31.41   5882     964.7     34.0      13.0  SAME
 31.42   5882     963.6     34.0      13.0  SAME
 31.42   5882     964.0     34.0      13.0  SAME
 31.43   5882    1229.2     43.4       3.6  SAME
 31.43   5882     963.7     34.0      13.0  SAME
 31.44   5882     963.7     34.0      13.0  SAME
 31.44   5882     963.7     34.0      13.0  SAME
 31.45   5882     963.6     34.0      13.0  SAME
 31.45   5882     963.7     34.0      13.0  SAME
 31.46   5882     963.9     34.0      13.0  SAME
 31.46   5882    1221.6     43.1       3.9  SAME
 31.47   5882     963.6     34.0      13.0  SAME
 31.47   5882     963.6     34.0      13.0  SAME
 31.48   5882     964.2     34.0      13.0  SAME
 31.48   5882     964.3     34.0      13.0  SAME
 31.49   5882     963.8     34.0      13.0  SAME
 31.49   5882    1227.6     43.3       3.7  SAME
 31.50   5882     963.8     34.0      13.0  SAME
 31.50   5882     963.6     34.0      13.0  SAME
 31.51   5882     963.7     34.0      13.0  SAME
 31.51   5882     963.8     34.0      13.0  SAME
 31.52   5882     963.7     34.0      13.0  SAME
 31.52   5882    1233.1     43.5       3.5  SAME
 31.53   5882     964.3     34.0      13.0  SAME
 31.53   5882     963.6     34.0      13.0  SAME
 31.54   5882     963.7     34.0      13.0  SAME
 31.54   5882     963.7     34.0      13.0  SAME
 31.55   5882     963.7     34.0      13.0  SAME
 31.55   5882     963.6     34.0      13.0  SAME
 31.56   5882    1233.7     43.5       3.5  SAME
 31.56   5882     963.6     34.0      13.0  SAME
 31.57   5882     964.2     34.0      13.0  SAME
 31.57   5882     963.6     34.0      13.0  SAME
 31.58   5882     963.6     34.0      13.0  SAME
 31.58   5882     963.6     34.0      13.0  SAME
 31.59   5882    1225.6     43.3       3.7  SAME
 31.59   5882     963.6     34.0      13.0  SAME
 31.60   5882     963.7     34.0      13.0  SAME
 31.60   5882     964.5     34.0      13.0  SAME
 31.61   5882     963.6     34.0      13.0  SAME
 31.61   5882     963.6     34.0      13.0  SAME
 31.62   5882     963.7     34.0      13.0  SAME
 31.62   5882    1232.6     43.5       3.5  SAME
 31.63   5882     964.1     34.0      13.0  SAME
 31.64   5882     963.7     34.0      13.0  SAME
 31.64   5882     963.8     34.0      13.0  SAME
 31.65   5882     964.1     34.0      13.0  SAME
 31.65   5882     963.6     34.0      13.0  SAME
 31.66   5882    1224.1     43.2       3.8  SAME
 31.66   5882     963.8     34.0      13.0  SAME
 31.67   5882     964.6     34.0      13.0  SAME
 31.67   5882     963.7     34.0      13.0  SAME
 31.68   5882     963.9     34.0      13.0  SAME
 31.68   5882     964.7     34.0      13.0  SAME
 31.69   5882    1229.6     43.4       3.6  SAME
 31.69   5882    1231.1     43.5       3.5  SAME
 31.70   5882     964.1     34.0      13.0  SAME
 31.70   5882     963.6     34.0      13.0  SAME
 31.71   5882     963.7     34.0      13.0  SAME
 31.71   5882     963.8     34.0      13.0  SAME
 31.72   5882     964.1     34.0      13.0  SAME
 31.72   5882    1223.1     43.2       3.8  SAME
 31.73   5882     964.0     34.0      13.0  SAME
 31.73   5882     963.6     34.0      13.0  SAME
 31.74   5882     963.7     34.0      13.0  SAME
 31.74   5882     964.1     34.0      13.0  SAME
 31.75   5882     964.1     34.0      13.0  SAME
 31.75   5882    1229.2     43.4       3.6  SAME
 31.76   5882     963.6     34.0      13.0  SAME
 31.76   5882     963.6     34.0      13.0  SAME
 31.77   5882     964.2     34.0      13.0  SAME
 31.77   5882     963.7     34.0      13.0  SAME
 31.78   5882     963.8     34.0      13.0  SAME
 31.78   5882     964.3     34.0      13.0  SAME
 31.79   5882    1235.6     43.6       3.4  SAME
 31.79   5882     963.6     34.0      13.0  SAME
 31.80   5882     963.6     34.0      13.0  SAME
 31.80   5882     964.2     34.0      13.0  SAME
 31.81   5882     964.3     34.0      13.0  SAME
 31.81   5882     963.8     34.0      13.0  SAME
 31.82   5882    1235.1     43.6       3.4  SAME
 31.82   5882     963.7     34.0      13.0  SAME
 31.83   5882     963.6     34.0      13.0  SAME
 31.83   5882     963.7     34.0      13.0  SAME
 31.84   5882     963.8     34.0      13.0  SAME
 31.84   5882     963.7     34.0      13.0  SAME
 31.85   5882     963.6     34.0      13.0  SAME
 31.85   5882    1228.2     43.4       3.6  SAME
 31.86   5882     963.6     34.0      13.0  SAME
 31.86   5882     963.6     34.0      13.0  SAME
 31.87   5882     963.6     34.0      13.0  SAME
 31.87   5882     963.8     34.0      13.0  SAME
 31.88   5882     963.7     34.0      13.0  SAME
 31.88   5882    1233.7     43.5       3.5  SAME
 31.89   5882     963.6     34.0      13.0  SAME
 31.90   5882     964.2     34.0      13.0  SAME
 31.90   5882     963.7     34.0      13.0  SAME
 31.91   5882     963.6     34.0      13.0  SAME
 31.91   5882     963.7     34.0      13.0  SAME
 31.92   5882    1225.6     43.3       3.7  SAME
 31.92   5882    1227.1     43.3       3.7  SAME
 31.93   5882     964.4     34.0      13.0  SAME
 31.93   5882     963.6     34.0      13.0  SAME
 31.94   5882     963.6     34.0      13.0  SAME
 31.94   5882     963.6     34.0      13.0  SAME
 31.95   5882     963.6     34.0      13.0  SAME
 31.95   5882    1232.7     43.5       3.5  SAME
 31.96   5882     964.1     34.0      13.0  SAME
 31.96   5882     963.8     34.0      13.0  SAME
 31.97   5882     964.1     34.0      13.0  SAME
 31.97   5882     963.8     34.0      13.0  SAME
 31.98   5882     963.6     34.0      13.0  SAME
 31.98   5882    1224.6     43.2       3.8  SAME
 31.99   5882     964.1     34.0      13.0  SAME
 31.99   5882     963.9     34.0      13.0  SAME
 32.00   5882     963.6     34.0      13.0  SAME
 32.00   5882     963.6     34.0      13.0  SAME
 32.01   5882     963.7     34.0      13.0  SAME
 32.01   5882     963.6     34.0      13.0  SAME
 32.02   5882    1231.6     43.5       3.5  SAME
 32.02   5882     963.6     34.0      13.0  SAME
 32.03   5882     963.7     34.0      13.0  SAME
 32.03   5882     964.2     34.0      13.0  SAME
 32.04   5882     963.6     34.0      13.0  SAME
 32.04   5882     963.6     34.0      13.0  SAME
 32.05   5882    1237.1     43.7       3.3  SAME
 32.05   5882     964.0     34.0      13.0  SAME
 32.06   5882     963.6     34.0      13.0  SAME
 32.06   5882     964.1     34.0      13.0  SAME
 32.07   5882     964.1     34.0      13.0  SAME
 32.07   5882     964.2     34.0      13.0  SAME
 32.08   5882     963.7     34.0      13.0  SAME
 32.08   5882    1223.6     43.2       3.8  SAME
 32.09   5882     963.8     34.0      13.0  SAME
 32.09   5882     963.6     34.0      13.0  SAME
 32.10   5882     964.2     34.0      13.0  SAME
 32.10   5882     963.6     34.0      13.0  SAME
 32.11   5882     964.4     34.0      13.0  SAME
 32.11   5882    1229.7     43.4       3.6  SAME
 32.12   5882     964.1     34.0      13.0  SAME
 32.12   5882     963.7     34.0      13.0  SAME
 32.13   5882     964.2     34.0      13.0  SAME
 32.13   5882     964.3     34.0      13.0  SAME
 32.14   5882     963.8     34.0      13.0  SAME
 32.15   5882    1235.1     43.6       3.4  SAME
 32.15   5882    1222.7     43.2       3.8  SAME
 32.16   5882     963.6     34.0      13.0  SAME
 32.16   5882     963.7     34.0      13.0  SAME
 32.17   5882     964.0     34.0      13.0  SAME
 32.17   5882     964.2     34.0      13.0  SAME
 32.18   5882     963.6     34.0      13.0  SAME
 32.18   5882    1228.6     43.4       3.6  SAME
 32.19   5882     963.6     34.0      13.0  SAME
 32.19   5882     963.8     34.0      13.0  SAME
 32.20   5882     963.7     34.0      13.0  SAME
 32.20   5882     964.0     34.0      13.0  SAME
 32.21   5882     963.6     34.0      13.0  SAME
 32.21   5882    1234.1     43.6       3.4  SAME
 32.22   5882     964.1     34.0      13.0  SAME
 32.22   5882     963.6     34.0      13.0  SAME
 32.23   5882     963.7     34.0      13.0  SAME
 32.23   5882     963.6     34.0      13.0  SAME
 32.24   5882     963.6     34.0      13.0  SAME
 32.24   5882     964.2     34.0      13.0  SAME
 32.25   5882    1227.2     43.3       3.7  SAME
 32.25   5882     963.6     34.0      13.0  SAME
 32.26   5882     963.6     34.0      13.0  SAME
 32.26   5882     963.6     34.0      13.0  SAME
 32.27   5882     963.6     34.0      13.0  SAME
 32.27   5882     964.4     34.0      13.0  SAME
 32.28   5882    1233.1     43.5       3.5  SAME
 32.28   5882     963.6     34.0      13.0  SAME
 32.29   5882     963.7     34.0      13.0  SAME
 32.29   5882     963.6     34.0      13.0  SAME
 32.30   5882     963.8     34.0      13.0  SAME
 32.30   5882     963.7     34.0      13.0  SAME
 32.31   5882     963.6     34.0      13.0  SAME
 32.31   5882    1240.1     43.8       3.2  SAME
 32.32   5882     963.7     34.0      13.0  SAME
 32.32   5882     964.1     34.0      13.0  SAME
 32.33   5882     963.8     34.0      13.0  SAME
 32.33   5882     963.6     34.0      13.0  SAME
 32.34   5882     963.6     34.0      13.0  SAME
 32.34   5882    1225.6     43.3       3.7  SAME
 32.35   5882     963.6     34.0      13.0  SAME
 32.35   5882     963.8     34.0      13.0  SAME
 32.36   5882     964.6     34.0      13.0  SAME
 32.36   5882     963.6     34.0      13.0  SAME
 32.37   5882     963.6     34.0      13.0  SAME
 32.37   5882    1231.1     43.5       3.5  SAME
 32.38   5882    1232.6     43.5       3.5  SAME
 32.38   5882     963.8     34.0      13.0  SAME
 32.39   5882     963.7     34.0      13.0  SAME
 32.39   5882     964.1     34.0      13.0  SAME
 32.40   5882     963.8     34.0      13.0  SAME
 32.41   5882     963.6     34.0      13.0  SAME
 32.41   5882    1224.6     43.2       3.8  SAME
 32.42   5882     963.6     34.0      13.0  SAME
 32.42   5882     963.6     34.0      13.0  SAME
 32.43   5882     963.8     34.0      13.0  SAME
 32.43   5882     964.7     34.0      13.0  SAME
 32.44   5882     963.7     34.0      13.0  SAME
 32.44   5882    1230.8     43.4       3.6  SAME
 32.45   5882     963.6     34.0      13.0  SAME
 32.45   5882     964.1     34.0      13.0  SAME
 32.46   5882     964.2     34.0      13.0  SAME
 32.46   5882     963.7     34.0      13.0  SAME
 32.47   5882     963.6     34.0      13.0  SAME
 32.47   5882     964.2     34.0      13.0  SAME
 32.48   5882    1223.1     43.2       3.8  SAME
 32.48   5882     963.6     34.0      13.0  SAME
 32.49   5882     963.6     34.0      13.0  SAME
 32.49   5882     964.4     34.0      13.0  SAME
 32.50   5882     963.6     34.0      13.0  SAME
 32.50   5882     963.8     34.0      13.0  SAME
 32.51   5882    1228.6     43.4       3.6  SAME
 32.51   5882     963.7     34.0      13.0  SAME
 32.52   5882     963.7     34.0      13.0  SAME
 32.52   5882     967.6     34.2      12.8  SAME
 32.53   5882     963.1     34.0      13.0  SAME
 32.53   5882     964.1     34.0      13.0  SAME
 32.54   5882     963.7     34.0      13.0  SAME
 32.54   5882    1237.1     43.7       3.3  SAME
 32.55   5882     963.9     34.0      13.0  SAME
 32.55   5882     964.7     34.0      13.0  SAME
 32.56   5882     963.8     34.0      13.0  SAME
 32.56   5882     963.6     34.0      13.0  SAME
 32.57   5882     964.2     34.0      13.0  SAME
 32.57   5882    1229.1     43.4       3.6  SAME
 32.58   5882     963.6     34.0      13.0  SAME
 32.58   5882     963.6     34.0      13.0  SAME
 32.59   5882     964.1     34.0      13.0  SAME
 32.59   5882     963.6     34.0      13.0  SAME
 32.60   5882     963.7     34.0      13.0  SAME
 32.60   5882    1228.6     43.4       3.6  SAME
 32.61   5882    1230.1     43.4       3.6  SAME
 32.61   5882     963.7     34.0      13.0  SAME
 32.62   5882     963.9     34.0      13.0  SAME
 32.62   5882     964.7     34.0      13.0  SAME
 32.63   5882     963.7     34.0      13.0  SAME
 32.63   5882     964.0     34.0      13.0  SAME
 32.64   5882    1222.1     43.1       3.9  SAME
 32.64   5882     963.7     34.0      13.0  SAME
 32.65   5882     963.6     34.0      13.0  SAME
 32.66   5882     963.6     34.0      13.0  SAME
 32.66   5882     964.2     34.0      13.0  SAME
 32.67   5882     963.7     34.0      13.0  SAME
