time_seconds,D0,D1,D2
33.798699999,1,1,1
33.799619375,1,0,1
33.799619437,1,0,0
33.8082,0,0,0
33.809099062,0,1,0
33.809099187,0,1,1
33.809199999,1,1,1
33.810100437,1,0,1
33.810100499,1,0,0
33.8187,0,0,0
33.819598,0,1,0
33.819598125,0,1,1
33.819699999,1,1,1
33.820599437,1,0,1
33.8205995,1,0,0
33.8292,0,0,0
33.8300975,0,1,0
33.830097625,0,1,1
33.830199999,1,1,1
33.831098875,1,0,1
33.831098937,1,0,0
33.8397,0,0,0
33.840597062,0,1,0
33.840597187,0,1,1
33.8407,1,1,1
33.8415985,1,0,1
33.841598562,1,0,0
33.8502,0,0,0
33.851096499,0,1,0
33.851096624,0,1,1
33.8512,1,1,1
33.852097875,1,0,1
33.852097937,1,0,0
33.8607,0,0,0
