time_sec,rpm,reason
67.710,7317,No spark found after trigger
67.714,7317,No spark found after trigger
67.718,7317,No spark found after trigger
67.722,7317,No spark found after trigger
67.726,7317,No spark found after trigger
67.730,7317,No spark found after trigger
67.734,7317,No spark found after trigger
67.738,7317,No spark found after trigger
67.742,7317,No spark found after trigger
67.746,7317,No spark found after trigger
67.751,7317,No spark found after trigger
67.755,7317,No spark found after trigger
67.759,7317,No spark found after trigger
67.763,7317,No spark found after trigger
67.767,7317,No spark found after trigger
67.771,7317,No spark found after trigger
67.775,7317,No spark found after trigger
67.779,7317,No spark found after trigger
67.783,7317,No spark found after trigger
67.787,7317,No spark found after trigger
67.792,7317,No spark found after trigger
67.796,7317,No spark found after trigger
67.800,7317,No spark found after trigger
67.804,7317,No spark found after trigger
67.808,7317,No spark found after trigger
67.812,7317,No spark found after trigger
67.816,7317,No spark found after trigger
67.820,7317,No spark found after trigger
67.824,7317,No spark found after trigger
67.829,7317,No spark found after trigger
67.833,7317,No spark found after trigger
67.837,7317,No spark found after trigger
67.841,7317,No spark found after trigger
67.845,7317,No spark found after trigger
67.849,7317,No spark found after trigger
67.853,7317,No spark found after trigger
67.857,7317,No spark found after trigger
67.861,7317,No spark found after trigger
67.865,7317,No spark found after trigger
67.870,7317,No spark found after trigger
67.874,7317,No spark found after trigger
67.878,7317,No spark found after trigger
67.882,7317,No spark found after trigger
67.886,7317,No spark found after trigger
67.890,7317,No spark found after trigger
67.894,7317,No spark found after trigger
67.898,7317,No spark found after trigger
67.902,7317,No spark found after trigger
67.906,7317,No spark found after trigger
67.910,7317,No spark found after trigger
67.915,7317,No spark found after trigger
67.919,7317,No spark found after trigger
67.923,7317,No spark found after trigger
67.927,7317,No spark found after trigger
67.931,7317,No spark found after trigger
67.935,7317,No spark found after trigger
67.939,7317,No spark found after trigger
67.943,7317,No spark found after trigger
67.947,7317,No spark found after trigger
67.951,7317,No spark found after trigger
67.956,7317,No spark found after trigger
67.960,7317,No spark found after trigger
67.964,7317,No spark found after trigger
67.968,7317,No spark found after trigger
67.972,7317,No spark found after trigger
67.976,7317,No spark found after trigger
67.980,7317,No spark found after trigger
67.984,7317,No spark found after trigger
67.988,7317,No spark found after trigger
67.993,7317,No spark found after trigger
67.997,7317,No spark found after trigger
68.001,7317,No spark found after trigger
68.005,7317,No spark found after trigger
68.009,7317,No spark found after trigger
68.013,7317,No spark found after trigger
68.017,7317,No spark found after trigger
68.021,7317,No spark found after trigger
68.025,7317,No spark found after trigger
68.029,7317,No spark found after trigger
68.034,7317,No spark found after trigger
68.038,7317,No spark found after trigger
68.042,7317,No spark found after trigger
68.046,7317,No spark found after trigger
